school_year,lea_code,school_type,school_code,school_name,official_school_name,address_line1,address_line2,city,state,zip_code_5,opening_effective_date,grade_level_current,school_type_description,school_program_type_description,school_calendar_description
2013-14,92T,charter,92T000,Triangle Math and Science Academy,Triangle Math and Science Academy,312 Gregson Dr.,,Cary,NC,27511,07/01/2012,KG:01:02:03:04:05:06:07:08:09:10,,,
2013-14,92U,charter,92U000,Longleaf School of the Arts,Longleaf School of the Arts,207 East Hargett St,,Raleigh,NC,27601,07/01/2013,09:10:11:12,,,
2013-14,92V,charter,92V000,Wake Forest Charter Academy,Wake Forest Charter Academy,1851 Friendship Chapel Rd,,Wake Forest,NC,27587,07/01/2014,KG:01:02:03:04:05:06:07,,,
2013-14,92W,charter,92W000,Cardinal Charter Academy,Cardinal Charter Academy,1020 St. Charles Place,,Cary,NC,27513,07/01/2014,KG:01:02:03:04:05:06:07:08,,,
2013-14,92Y,charter,92Y000,Envision Science Academy,Envision Science Academy,9400 Forum Dr,,Raleigh,NC,27615,07/01/2014,KG:01:02:03:04:05:06:07:08,,,
2013-14,93A,charter,93A000,Haliwa-Saponi Tribal School,Haliwa-Saponi Tribal School,130 Haliwa-Saponi Trail,,Hollister,NC,27844,06/30/2000,KG:01:02:03:04:05:06:07:08:09:10:11:12,,,
2013-14,93J,charter,93J000,PAVE Southeast Raleigh Charter,PAVE Southeast Raleigh Charter School,3420 Idlewood Village Dr,,Raleigh,NC,27610,07/01/2015,KG:01:02,,,
2013-14,93L,charter,93L000,Central Wake Charter High,Central Wake Charter High School,1425 Rock Quarry Road ,,Raleigh,NC,27610,07/01/2016,09:10:11:12,,,
2013-14,95A,charter,95A000,Two Rivers Community School,Two Rivers Community School,1018 Archie Carroll Road,,Boone,NC,28607,07/02/2005,KG:01:02:03:04:05:06:07:08,,,
2013-14,96C,charter,96C000,Dillard Academy,Dillard Academy Charter School,504 West Elm Street,,Goldsboro,NC,27530,06/30/1998,KG:01:02:03:04:05:06:07,,,
2013-14,96F,charter,96F000,Wayne Preparatory Academy,Wayne Preparatory Academy,600 Tommy's Road,,Goldsboro,NC,27530,07/01/2014,KG:01:02:03:04:05:06,,,
2013-14,97D,charter,97D000,Bridges Academy,Bridges Academy,2587 Pleasant Ridge Road,,State Road,NC,28676,06/30/1997,KG:01:02:03:04:05:06:07:08,,,
2013-14,98A,charter,98A000,Sallie B Howard School,Sallie B Howard School for the Arts and Education,1004 Herring Avenue,,Wilson,NC,27893,06/30/1997,KG:01:02:03:04:05:06:07:08,,,
2013-14,98B,charter,98B000,Wilson Preparatory Academy,Wilson Preparatory Academy,2755 Tilghman Rd N,,Wilson,NC,27896,07/01/2014,KG:01:02:03:04:05:06:07:08:09:10,,,
2013-14,010,school_district,010303,Alamance-Burlington Middle College,Alamance-Burlington Middle College High School,1247 Jimmie Kerr Road,,Graham,NC,27253,01/02/2006,09:10:11:12,Regular School,Cooperative Innovative High School,Traditional
2013-14,010,school_district,010304,Alexander Wilson Elementary,Alexander Wilson Elementary,2518 NC 54,,Graham,NC,27253,06/30/1990,P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,010,school_district,010308,Altamahaw Ossipee Elem,Altamahaw Ossipee Elem,2832 N NC 87,,Elon,NC,27244,06/30/1990,KG:01:02:03:04:05,Regular School,,Traditional
2013-14,010,school_district,010310,Broadview Middle,Broadview Middle,2229 Broadview Drive,,Burlington,NC,27217,06/30/1996,06:07:08,Regular School,,Traditional
2013-14,010,school_district,010311,Career Technical Education Center,Career Technical Education Center,2550 Buckingham Road,,Burlington,NC,27217,01/24/2012,09:10:11:12,Vocational Education,,
2013-14,010,school_district,010312,Highland Elementary,Highland Elementary,3720 Bonnar Bridge Parkway,,Burlington,NC,27215,07/02/2007,KG:01:02:03:04:05,Regular School,,Traditional
2013-14,010,school_district,010320,E M Yoder Elementary,E M Yoder Elementary,301 N Charles Street,,Mebane,NC,27302,06/30/1990,P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,010,school_district,010324,Eastern Alamance High,Eastern Alamance High,4040 Mebane Rogers,,Mebane,NC,27302,06/30/1990,09:10:11:12,Regular School,,Traditional
2013-14,010,school_district,010326,Eastlawn Elementary,Eastlawn Elementary,502 N Graham Hopedale Road,,Burlington,NC,27217,06/30/1996,P3:PK:KG:01:02:03:04:05,Regular School,,Year Round
2013-14,010,school_district,010328,Edwin M Holt Elementary,Edwin M Holt Elementary,4751 S NC 62,,Burlington,NC,27215,06/30/1990,KG:01:02:03:04:05,Regular School,,Traditional
2013-14,010,school_district,010340,Elon Elementary,Elon Elementary,510 E Haggard Avenue,,Elon,NC,27244,06/30/1990,P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,010,school_district,010346,B Everett Jordan Elem,B Everett Jordan Elem,5827 Church Road,,Graham,NC,27253,06/30/1996,KG:01:02:03:04:05,Regular School,,Traditional
2013-14,010,school_district,010347,Garrett Elementary,Garrett Elementary,3224 Old Hillsborough Road,,Mebane,NC,27302,06/30/2000,P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,010,school_district,010348,Graham High,Graham High,903 Trollinger Road,,Graham,NC,27253,06/30/1990,09:10:11:12,Regular School,,Traditional
2013-14,010,school_district,010350,Graham Middle,Graham Middle,311 E Pine Street,,Graham,NC,27253,06/30/1990,06:07:08,Regular School,,Year Round
2013-14,010,school_district,010351,Grove Park Elementary,Grove Park Elementary,141 Trail One,,Burlington,NC,27215,06/30/1996,P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,010,school_district,010353,Hawfields Middle,Hawfields Middle,1951 S NC 119,,Mebane,NC,27302,06/30/2001,06:07:08,Regular School,,Traditional
2013-14,010,school_district,010354,Harvey R Newlin Elementary,Harvey R Newlin Elementary,316 Carden Street,,Burlington,NC,27215,06/30/1996,P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,010,school_district,010357,Haw River Elementary,Haw River Elementary,701 E Main Street,,Haw River,NC,27258,06/30/1996,P3:PK:KG:01:02:03:04:05,Regular School,,Year Round
2013-14,010,school_district,010358,Hillcrest Elementary,Hillcrest Elementary,1714 W Davis Street,,Burlington,NC,27215,06/30/1996,P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,010,school_district,010360,Hugh M Cummings High,Hugh M Cummings High,2200 N Mebane Street,,Burlington,NC,27217,06/30/1996,09:10:11:12,Regular School,,Traditional
2013-14,010,school_district,010362,Marvin B Smith Elementary,Marvin B Smith Elementary,2235 Delaney Drive,,Burlington,NC,27215,06/30/1996,P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,010,school_district,010364,North Graham Elementary,North Graham Elementary,1025 Trollinger Road,,Graham,NC,27253,06/30/1990,P3:PK:KG:01:02:03:04:05,Regular School,,Year Round
2013-14,010,school_district,010372,Pleasant Grove Elementary,Pleasant Grove Elementary,2847 Pleasant Grv Sch Road,,Burlington,NC,27217,06/30/1990,P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,010,school_district,010374,R Homer Andrews Elementary,R Homer Andrews Elementary,2630 Buckingham Road,,Burlington,NC,27217,06/30/1996,P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,010,school_district,010378,Ray Street Academy,Ray Street Academy,609 Ray Street,,Graham,NC,27253,06/30/1996,KG:01:02:03:04:05:06:07:08:09:10:11:12,Alternative Education,,Traditional
2013-14,010,school_district,010380,South Graham Elementary,South Graham Elementary,320 Ivey Road,,Graham,NC,27253,06/30/1990,P3:PK:KG:01:02:03:04:05,Regular School,,Year Round
2013-14,010,school_district,010384,South Mebane Elementary,South Mebane Elementary,600 S 3rd Street,,Mebane,NC,27302,06/30/1990,P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,010,school_district,010388,Southern High,Southern High,631 Southern High Road,,Graham,NC,27253,06/30/1990,09:10:11:12,Regular School,,Traditional
2013-14,010,school_district,010390,Southern Middle,Southern Middle,771 Southern High Road,,Graham,NC,27253,06/30/1990,06:07:08,Regular School,,Traditional
2013-14,010,school_district,010392,Sylvan Elementary,Sylvan Elementary,7718 Sylvan Road,,Snow Camp,NC,27349,06/30/1990,P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,010,school_district,010394,Turrentine Middle,Turrentine Middle,1710 Edgewood Avenue,,Burlington,NC,27215,06/30/1996,06:07:08,Regular School,,Traditional
2013-14,010,school_district,010396,Walter M Williams High,Walter M Williams High,1307 S Church Street,,Burlington,NC,27215,06/30/1996,09:10:11:12,Regular School,,Traditional
2013-14,010,school_district,010400,Western Alamance High,Western Alamance High,1731 N NC 87,,Elon,NC,27244,06/30/1990,09:10:11:12,Regular School,,Traditional
2013-14,010,school_district,010403,Western Middle,Western Middle,2100 Eldon Drive,,Elon,NC,27244,06/30/1990,06:07:08,Regular School,,Traditional
2013-14,010,school_district,010406,Woodlawn Middle,Woodlawn Middle,3970 Mebane Rogers Road,,Mebane,NC,27302,06/30/1996,06:07:08,Regular School,,Traditional
2013-14,020,school_district,020302,Alexander Central High,Alexander Central High,223 School Drive,,Taylorsville,NC,28681,06/30/1990,09:10:11:12,Regular School,,Traditional
2013-14,020,school_district,020303,Alexander Early College,Alexander Early College,230 Industrial Blvd,,Taylorsville,NC,28681,07/01/2016,09,Regular School,,Modified
2013-14,020,school_district,020304,Bethlehem Elementary,Bethlehem Elementary,7900 NC Hwy 127,,Taylorsville,NC,28681,06/30/1990,P2:P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,020,school_district,020306,East Alexander Middle,East Alexander Middle,1285 White Plains Road,,Hiddenite,NC,28636,06/30/1990,06:07:08,Regular School,,Traditional
2013-14,020,school_district,020308,Ellendale Elementary,Ellendale Elementary,175 Ellendale Park Lane,,Taylorsville,NC,28681,06/30/1990,P2:P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,020,school_district,020316,Hiddenite Elementary,Hiddenite Elementary,374 Sulphur Springs Road,,Hiddenite,NC,28636,06/30/1990,PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,020,school_district,020320,Stony Point Elementary,Stony Point Elementary,311 Stony Point School Road,,Stony Point,NC,28678,06/30/1990,P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,020,school_district,020324,Sugar Loaf Elementary,Sugar Loaf Elementary,3600 NC Hwy 16N,,Taylorsville,NC,28681,06/30/1990,KG:01:02:03:04:05,Regular School,,Traditional
2013-14,020,school_district,020328,Taylorsville Elementary,Taylorsville Elementary,100 7th Street SW,,Taylorsville,NC,28681,06/30/1990,P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,020,school_district,020330,West Alexander Middle,West Alexander Middle,85 Bulldog Lane,,Taylorsville,NC,28681,06/30/1990,06:07:08,Regular School,,Traditional
2013-14,020,school_district,020332,Wittenburg Elementary,Wittenburg Elementary,7300 Church Road,,Taylorsville,NC,28681,06/30/1990,P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,030,school_district,030304,Alleghany High,Alleghany High,404 Trojan Avenue,,Sparta,NC,28675,06/30/1990,09:10:11:12,Regular School,,Traditional
2013-14,030,school_district,030308,Glade Creek Elementary,Glade Creek Elementary,32 Glade Creek Sch Road,,Ennice,NC,28623,06/30/1990,PK:KG:01:02:03:04:05:06:07:08,Regular School,,Traditional
2013-14,030,school_district,030316,Piney Creek Elementary,Piney Creek Elementary,559 Piney Creek Sch Road,,Piney Creek,NC,28663,06/30/1990,PK:KG:01:02:03:04:05:06:07:08,Regular School,,Traditional
2013-14,030,school_district,030320,Sparta Elementary,Sparta Elementary,450 N Main Street,,Sparta,NC,28675,06/30/1990,PK:KG:01:02:03:04:05:06:07:08,Regular School,,Traditional
2013-14,040,school_district,040304,Anson Co. Early College High,Anson County Early College High School,177 Ledbetter Street,,Polkton,NC,28135,07/02/2005,09:10:11:12:13,Regular School,Early College,Traditional
2013-14,040,school_district,040305,Anson Academy,Anson Academy,118 N. Ashe Street,,Wadesboro,NC,28170,06/30/1998,09:10:11:12,Alternative Education,,Traditional
2013-14,040,school_district,040306,Anson High School,Anson High School,96 Anson High School Road,,Wadesboro,NC,28170,06/30/1997,09:10:11:12,Regular School,,Traditional
2013-14,040,school_district,040308,Ansonville Elementary,Ansonville Elementary School,9104 Hwy 52 N,,Ansonville,NC,28007,06/30/1990,KG:01:02:03:04:05:06,Regular School,,Traditional
2013-14,040,school_district,040309,Anson Middle,Anson Middle School,832 US Hwy 52 N,,Wadesboro,NC,28170,06/30/1997,07:08,Regular School,,Traditional
2013-14,040,school_district,040311,Wadesboro Primary,Wadesboro Primary School,1542 Hwy 52 S,,Wadesboro,NC,28170,06/30/1990,KG:01:02:03:04,Regular School,,Traditional
2013-14,040,school_district,040316,Lilesville Elementary,Lilesville Elementary School,121 Camden Street,,Lilesville,NC,28091,06/30/1990,KG:01:02:03:04:05:06,Regular School,,Traditional
2013-14,040,school_district,040324,Morven Elementary,Morven Elementary School,6715 Hwy 52 S,,Morven,NC,28119,06/30/1990,KG:01:02:03:04:05:06,Regular School,,Traditional
2013-14,040,school_district,040328,Peachland-Polkton Elem,Peachland-Polkton Elementary School,9633 Hwy 74 W,,Peachland,NC,28133,06/30/1994,KG:01:02:03:04:05:06,Regular School,,Traditional
2013-14,040,school_district,040330,Wadesboro Elementary,Wadesboro Elementary School,321 Camden Road,,Wadesboro,NC,28710,06/30/1990,05:06,Regular School,,Traditional
2013-14,040,school_district,040700,Anson New Tech High,Anson New Technology High School,96 Anson High School Road,,Wadesboro,NC,28170,07/02/2007,09:10:11:12,Regular School,Cooperative Innovative High School,Traditional
2013-14,050,school_district,050302,Ashe County High,Ashe County High,184 Campus Drive,,West Jefferson,NC,28694,06/30/1999,09:10:11:12,Regular School,,Traditional
2013-14,050,school_district,050305,Ashe County Middle,Ashe County Middle,255 Northwest Lane,,Warrensville,NC,28693,06/30/1999,07:08,Regular School,,Traditional
2013-14,050,school_district,050310,Blue Ridge Elementary,Blue Ridge Elementary,5778 NC Hwy 88 W,,Warrensville,NC,28693,06/30/1994,PK:KG:01:02:03:04:05:06,Regular School,,Traditional
2013-14,050,school_district,050330,Mountain View Elementary,Mountain View Elementary,2789 Hwy 221 N,,Jefferson,NC,28640,12/11/1990,PK:KG:01:02:03:04:05:06,Regular School,,Traditional
2013-14,050,school_district,050335,Westwood Elementary,Westwood Elementary,4083 US Hwy 221S,,West Jefferson,NC,28694,07/01/2004,KG:01:02:03:04:05:06,Regular School,,Traditional
2013-14,060,school_district,060302,Avery County High,Avery County High School,401 Avery County High School Road,,Newland,NC,28657,06/30/1990,09:10:11:12,Regular School,Cooperative Innovative High School,Traditional
2013-14,060,school_district,060304,Banner Elk Elementary,Banner Elk Elementary School,155 Orchard Lane,,Banner Elk,NC,28604,06/30/1990,P2:P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,060,school_district,060310,Cranberry Middle,Cranberry Middle School,6230 North Highway 19E,,Elk Park,NC,28622,06/30/1996,06:07:08,Regular School,,Traditional
2013-14,060,school_district,060316,Crossnore Elementary,Crossnore Elementary,1000 Walt Clark Road,,Crossnore,NC,28616,06/30/1990,P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,060,school_district,060318,Avery Middle,Avery Middle,102 Old Montezuma Road,,Newland,NC,28657,06/30/1990,06:07:08,Regular School,,Traditional
2013-14,060,school_district,060322,Freedom Trail Elementary,Freedom Trail Elementary School,6110 North US Hwy 19E,,Elk Park,NC,28622,06/30/1996,P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,060,school_district,060328,Newland Elementary,Newland Elementary School,750 Linville Street,,Newland,NC,28657,06/30/1990,P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,060,school_district,060332,Riverside Elementary,Riverside Elementary School,8020 US 19E Hwy South,,Newland,NC,28657,06/30/1990,P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,060,school_district,060334,Blue Ridge Academy,Blue Ridge Academy,76 Old Montezuma Rd,,Newland,NC,28657,01/02/2013,06:07:08:09:10:11:12,Alternative Education,,Traditional
2013-14,060,school_district,060700,Avery High STEM Academy,Avery County High School STEM Academy,401 Avery County High School Rd,,Newland,NC,28657,07/01/2011,09:10:11:12,Regular School,Cooperative Innovative High School,Traditional
2013-14,060,school_district,060701,Avery High Viking Academy,Avery County High School Viking Academy,401 Avery County High School Rd,,Newland,NC,28657,07/01/2011,09,Regular School,Cooperative Innovative High School,Traditional
2013-14,070,school_district,070302,Eastern Elementary,Eastern Elementary,947 Hudnell Street,,Washington,NC,27889,06/30/1994,P3:PK:KG:01,Regular School,,Traditional
2013-14,070,school_district,070308,Bath Elementary,Bath Elementary,110 S King Street,,Bath,NC,27808,06/30/1990,KG:01:02:03:04:05:06:07:08,Regular School,,Traditional
2013-14,070,school_district,070310,B C Ed Tech Center,Beaufort County Educational Technical Center,820 North Bridge St,,Washington,NC,27899,06/30/1995,06:07:08:09:10:11:12,Alternative Education,Cooperative Innovative High School,Traditional
2013-14,070,school_district,070311,Beaufort Co Early College High,Beaufort County Early College High School,5337 Hwy 264 East,,Washington,NC,27889,07/01/2008,09:10:11:12:13,Regular School,Early College,Traditional
2013-14,070,school_district,070325,Chocowinity Middle,Chocowinity Middle,3831 US HWY 17 S,,Chocowinity,NC,27817,01/01/2000,05:06:07:08,Regular School,,Traditional
2013-14,070,school_district,070326,Chocowinity Primary,Chocowinity Primary,606 Gray Road,,Chocowinity,NC,27817,06/30/1990,P2:P3:PK:KG:01:02:03:04,Regular School,,Traditional
2013-14,070,school_district,070327,John C Tayloe Elementary,John C Tayloe Elementary,910 Tarboro Street,,Washington,NC,27889,06/30/1994,02:03,Regular School,,Traditional
2013-14,070,school_district,070328,John Small Elementary,John Small Elementary,4103 North Market Street Ext,,Washington,NC,27889,06/30/1994,04:05,Regular School,,Traditional
2013-14,070,school_district,070329,Northeast Elementary,Northeast Elementary,21000 US Hwy 264 East,,Pinetown,NC,27865,06/30/2001,P2:P3:PK:KG:01:02:03:04:05:06:07:08,Regular School,,Traditional
2013-14,070,school_district,070330,Northside High,Northside High,7868 Free Union Church Road,,Pinetown,NC,27865,06/30/1990,09:10:11:12,Regular School,,Traditional
2013-14,070,school_district,070338,P S Jones Middle,P S Jones Middle,4105 N Market Street Ext,,Washington,NC,27889,06/30/1994,06:07:08,Regular School,,Traditional
2013-14,070,school_district,070339,Southside High,Southside High,5700 Hwy 33 East,,Chocowinity,NC,27817,01/01/2000,09:10:11:12,Regular School,,Traditional
2013-14,070,school_district,070340,S W Snowden Elementary,S W Snowden Elementary,693 North 7th Street,,Aurora,NC,27806,06/30/1990,PK:KG:01:02:03:04:05:06:07:08,Regular School,,Traditional
2013-14,070,school_district,070342,Washington High,Washington High,400 Slatestone Road,,Washington,NC,27889,06/30/1994,09:10:11:12,Regular School,,Traditional
2013-14,080,school_district,080311,Bertie Early College High,Bertie Early College High,819 Governors Road,,Windsor,NC,27983,07/02/2008,09:10:11:12:13,Regular School,Early College,Traditional
2013-14,080,school_district,080312,Bertie High,Bertie High,716 US Hwy 13 North,,Windsor,NC,27983,06/30/1990,09:10:11:12,Regular School,,Traditional
2013-14,080,school_district,080314,Bertie Middle,Bertie Middle,652 US Hwy 13 North,,Windsor,NC,27983,07/02/2007,06:07:08,Regular School,,Traditional
2013-14,080,school_district,080348,Aulander Elementary,Aulander Elementary,2515 NC Highway 305 North,,Aulander,NC,27805,06/30/1990,P3:PK:KG:01:02:03:04:05,Regular School,,Year Round
2013-14,080,school_district,080356,West Bertie Elementary,West Bertie Elementary,3734 Governors Road,,Kelford,NC,27847,06/30/1990,P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,080,school_district,080360,Colerain Elementary,Colerain Elementary,202 N Academy Street,,Colerain,NC,27924,06/30/1990,P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,080,school_district,080362,Windsor Elementary,Windsor Elementary,104 Cooper Hill Road,,Windsor,NC,27983,06/30/1991,P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,080,school_district,080700,Bertie STEM High,"Bertie School of Science, Technology, Engineering, and Math",716 US Highway 13 North,,Windsor,NC,27983,07/02/2007,09:10:11:12,Regular School,Cooperative Innovative High School,Traditional
2013-14,090,school_district,090304,B T Washington Primary,B T Washington Primary,66 Booker T Washington Road,,Clarkton,NC,28433,06/30/1990,PK:KG:01:02:03:04:05,Regular School,,Traditional
