school_year,school_code,school_name,total_resident_children,number_low_income_students,percent_low_income_students,served_1st_year,is_title_I
2013-14,130325,Charles E Boger Elementary,787.0,274.0,34.82,,True
2013-14,130326,Northwest Cabarrus High,944.0,364.0,38.56,,True
2013-14,130327,Northwest Cabarrus Middle,901.0,474.0,52.61,,True
2013-14,130328,Royal Oaks Elementary,347.0,284.0,81.84,2005-06,True
2013-14,130329,Rocky River Elementary,767.0,496.0,64.67,2006-07,True
2013-14,130330,R Brown  McAllister Elementary,298.0,153.0,51.34,2006-07,True
2013-14,130331,Pitts School Road Elementary,968.0,286.0,29.55,,True
2013-14,130332,Hickory Ridge High,1152.0,238.0,20.66,,True
2013-14,130333,Performance Learning Center,82.0,36.0,43.9,,True
2013-14,130335,Long School,67.0,67.0,100.0,,True
2013-14,130336,W R Odell Elementary,1043.0,197.0,18.89,,True
2013-14,130338,Weddington Hills Elementary,847.0,521.0,61.51,2005-06,True
2013-14,130340,Winecoff Elementary,848.0,584.0,68.87,2004-05,True
2013-14,130342,W M Irvin Elementary,774.0,515.0,66.54,2004-05,True
2013-14,130344,Wolf Meadow Elementary,565.0,458.0,81.06,2005-06,True
2013-14,130345,Patriots Elementary,709.0,245.0,34.56,,True
2013-14,130346,Hickory Ridge Middle,1140.0,223.0,19.56,,True
2013-14,130350,Cabarrus-Kannapolis Early Coll,182.0,76.0,41.76,,True
2013-14,130355,Harold E. Winkler Middle,994.0,499.0,50.2,,True
2013-14,132304,A L Brown High,1380.0,853.0,61.81,,True
2013-14,132308,Forest Park Elementary,598.0,409.0,68.39,2006-07,True
2013-14,132312,Fred L Wilson Elementary,379.0,322.0,84.96,2006-07,True
2013-14,132328,Jackson Park Elementary,454.0,359.0,79.07,2004-05,True
2013-14,132329,Kannapolis Intermediate,858.0,663.0,77.27,2005-06,True
2013-14,132330,Kannapolis Middle,779.0,570.0,73.17,,True
2013-14,132332,Shady Brook Elementary,389.0,290.0,74.55,2006-07,True
2013-14,132336,Woodrow Wilson Elementary,539.0,466.0,86.46,2006-07,True
2013-14,13A000,Carolina International School,548.0,19.0,3.47,,True
2013-14,13B000,Cabarrus Charter Academy,661.0,10.0,1.51,,True
2013-14,140304,Baton Elementary,413.0,284.0,68.77,2006-07,True
2013-14,140305,Caldwell Career Cen Mid. Coll.,179.0,76.0,42.46,,True
2013-14,140306,Caldwell Co Gateway Sch,54.0,43.0,79.63,2005-06,True
2013-14,140307,Horizons Elementary,25.0,24.0,96.0,2005-06,True
2013-14,140308,Collettsville School,353.0,225.0,63.74,2006-07,True
2013-14,140309,Caldwell Early College,274.0,54.0,19.71,,True
2013-14,140312,Davenport A+ School,541.0,350.0,64.7,2006-07,True
2013-14,140316,Dudley Shoals Elementary,497.0,227.0,45.67,2006-07,True
2013-14,140324,Gamewell Elementary,560.0,442.0,78.93,2006-07,True
2013-14,140332,Gamewell Middle,638.0,497.0,77.9,2002-03,True
2013-14,140336,Granite Falls Middle,632.0,316.0,50.0,2005-06,True
2013-14,140340,Granite Falls Elementary,668.0,335.0,50.15,2006-07,True
2013-14,140344,Happy Valley Elementary,275.0,161.0,58.55,2006-07,True
2013-14,140348,Hibriten High,685.0,301.0,43.94,,True
2013-14,140352,Hudson Elementary,794.0,407.0,51.26,2006-07,True
2013-14,140356,Hudson Middle,790.0,442.0,55.95,2002-03,True
2013-14,140360,Kings Creek Elementary,235.0,158.0,67.23,2006-07,True
2013-14,140368,William Lenoir Middle,486.0,305.0,62.76,2006-07,True
2013-14,140372,Lower Creek Elementary,353.0,161.0,45.61,2005-06,True
2013-14,140376,Oak Hill Elementary,146.0,82.0,56.16,2005-06,True
2013-14,140384,Sawmills Elementary,306.0,166.0,54.25,2006-07,True
2013-14,140386,South Caldwell High,1258.0,420.0,33.39,,True
2013-14,140388,Valmead Elementary,260.0,225.0,86.54,2006-07,True
2013-14,140390,West Caldwell High,661.0,413.0,62.48,,True
2013-14,140392,West Lenoir Elementary,183.0,180.0,98.36,2006-07,True
2013-14,140396,Whitnel Elementary,348.0,294.0,84.48,2006-07,True
2013-14,150304,Camden County High,412.0,118.0,28.64,,True
2013-14,150308,Grandy Primary,555.0,207.0,37.3,2006-07,True
2013-14,150310,Camden Intermediate,462.0,172.0,37.23,,True
2013-14,150312,Camden Middle,307.0,93.0,30.29,,True
2013-14,150700,CamTech High,143.0,37.0,25.87,,True
2013-14,160304,Atlantic Elementary,97.0,56.0,57.73,2006-07,True
2013-14,160306,Bogue Sound Elementary,428.0,234.0,54.67,2006-07,True
2013-14,160308,Beaufort Elementary,423.0,270.0,63.83,2006-07,True
2013-14,160309,Bridges School,40.0,10.0,25.0,,True
2013-14,160310,Beaufort Middle,294.0,148.0,50.34,,True
2013-14,160311,Broad Creek Middle,677.0,215.0,31.76,,True
2013-14,160313,East Carteret High,535.0,223.0,41.68,,True
2013-14,160314,Croatan High,851.0,202.0,23.74,,True
2013-14,160316,Harkers Island Elementary,124.0,63.0,50.81,2010-11,True
2013-14,160317,Morehead Elem at Camp Glenn,279.0,126.0,45.16,2006-07,True
2013-14,160318,Morehead City Middle,526.0,210.0,39.92,,True
2013-14,160322,Morehead City Primary,671.0,348.0,51.86,2006-07,True
2013-14,160324,Newport Elementary,776.0,447.0,57.6,2006-07,True
2013-14,160326,Newport Middle,492.0,289.0,58.74,,True
2013-14,160332,Smyrna Elementary,299.0,137.0,45.82,2006-07,True
2013-14,160344,West Carteret High,1152.0,420.0,36.46,,True
2013-14,160352,White Oak Elementary,770.0,214.0,27.79,,True
2013-14,16A000,Coastal Academy for Technology and Scien,54.0,49.0,90.74,,True
2013-14,16B000,Tiller School,185.0,59.0,31.89,2012-13,True
2013-14,170316,Bartlett Yancey High,753.0,457.0,60.69,,True
2013-14,170334,North Elementary,452.0,324.0,71.68,2006-07,True
2013-14,170338,N L Dillard Middle,706.0,470.0,66.57,,True
2013-14,170339,Oakwood Elementary,360.0,305.0,84.72,2006-07,True
2013-14,170342,South Elementary,351.0,244.0,69.52,2005-06,True
2013-14,170344,Stoney Creek Elementary,186.0,131.0,70.43,2006-07,True
2013-14,180302,Harry M Arndt Middle,678.0,367.0,54.13,,True
2013-14,180304,Balls Creek Elementary,678.0,363.0,53.54,2013-14,True
2013-14,180308,Bandys High,544.0,189.0,34.74,,True
2013-14,180312,Banoak Elementary,322.0,190.0,59.01,2006-07,True
2013-14,180316,Blackburn Elementary,708.0,363.0,51.27,2013-14,True
2013-14,180320,Bunker Hill High,755.0,441.0,58.41,,True
2013-14,180323,Catawba Rosenwald Education Center,45.0,36.0,80.0,,True
2013-14,180324,Catawba Elementary School,497.0,328.0,66.0,2009-10,True
2013-14,180325,Challenger Early College High,311.0,157.0,50.48,,True
2013-14,180326,Charles H Tuttle Elementary,519.0,237.0,45.66,2013-14,True
2013-14,180332,Claremont Elementary,424.0,265.0,62.5,2006-07,True
2013-14,180336,Clyde Campbell Elementary,523.0,183.0,34.99,,True
2013-14,180340,Fred T Foard High,880.0,334.0,37.95,,True
2013-14,180342,Jacobs Fork Middle,571.0,251.0,43.96,,True
2013-14,180343,Lyle Creek Elementary,509.0,329.0,64.64,2006-07,True
2013-14,180344,Maiden Elementary,558.0,341.0,61.11,2006-07,True
2013-14,180346,Maiden Middle School,503.0,260.0,51.69,,True
2013-14,180348,Maiden High,736.0,350.0,47.55,,True
2013-14,180352,Mill Creek Middle,434.0,162.0,37.33,,True
2013-14,180356,Mountain View Elementary,777.0,323.0,41.57,,True
2013-14,180360,Oxford Elementary,636.0,406.0,63.84,2006-07,True
2013-14,180364,River Bend Middle,547.0,356.0,65.08,,True
2013-14,180368,Sherrills Ford Elementary,577.0,166.0,28.77,,True
2013-14,180372,Saint Stephens Elementary,732.0,618.0,84.43,2006-07,True
2013-14,180376,Saint Stephens High,991.0,527.0,53.18,,True
2013-14,180379,Snow Creek Elementary,573.0,257.0,44.85,2013-14,True
2013-14,180380,Startown Elementary,576.0,282.0,48.96,2013-14,True
2013-14,180388,Webb A Murray Elementary,450.0,357.0,79.33,2006-07,True
2013-14,181312,Northview Middle,555.0,301.0,54.23,2004-05,True
2013-14,181316,Grandview Middle,456.0,299.0,65.57,2004-05,True
2013-14,181318,Hickory Career  Arts Magnet High School,179.0,132.0,73.74,2010-11,True
2013-14,181322,Hickory High,745.0,360.0,48.32,,True
2013-14,181326,W M Jenkins Elementary,464.0,212.0,45.69,2006-07,True
2013-14,181332,Longview Elementary,362.0,346.0,95.58,2006-07,True
2013-14,181336,Oakwood Elementary,371.0,212.0,57.14,2006-07,True
2013-14,181342,Southwest Elementary,353.0,296.0,83.85,2006-07,True
2013-14,181344,Viewmont Elementary,618.0,411.0,66.5,2006-07,True
2013-14,182304,Conover Special Education,156.0,102.0,65.38,,True
2013-14,182316,Newton-Conover High,774.0,440.0,56.85,,True
2013-14,182321,Newton-Conover Middle,682.0,475.0,69.65,,True
2013-14,182322,Shuford Elementary,582.0,349.0,59.97,2006-07,True
2013-14,182324,South Newton Elementary,327.0,252.0,77.06,2006-07,True
2013-14,182328,North Newton Elementary,487.0,402.0,82.55,2006-07,True
2013-14,182700,Discovery High School,149.0,75.0,50.34,,True
2013-14,190304,Bennett School,231.0,76.0,32.9,,True
2013-14,190308,Bonlee School,383.0,201.0,52.48,2012-13,True
2013-14,190310,SAGE Academy,59.0,27.0,45.76,,True
2013-14,190312,Chatham Middle,458.0,410.0,89.52,2002-03,True
2013-14,190316,Chatham Central High,395.0,120.0,30.38,,True
2013-14,190328,Horton Middle,413.0,183.0,44.31,2012-13,True
2013-14,190332,J S Waters School,314.0,186.0,59.24,2012-13,True
2013-14,190336,Jordan Matthews High,737.0,390.0,52.92,,True
2013-14,190339,Margaret B. Pollard Middle,554.0,161.0,29.06,,True
2013-14,190340,Moncure School,271.0,113.0,41.7,2012-13,True
2013-14,190341,North Chatham Elementary,553.0,229.0,41.41,2013-14,True
2013-14,190342,Northwood High,1056.0,279.0,26.42,,True
2013-14,190346,Perry W Harrison Elementary,559.0,134.0,23.97,,True
2013-14,190348,Pittsboro Elementary,493.0,198.0,40.16,2012-13,True
2013-14,190350,Siler City Elementary,669.0,560.0,83.71,2005-06,True
2013-14,190352,Silk Hope School,398.0,158.0,39.7,,True
2013-14,190370,Virginia Cross Elementary,516.0,489.0,94.77,2006-07,True
2013-14,19A000,Chatham Charter,328.0,0.0,,,True
2013-14,19B000,Woods Charter,506.0,25.0,4.94,,True
2013-14,19C000,Willow Oak Montessori,90.0,7.0,7.78,,True
2013-14,200304,Andrews Elementary,366.0,282.0,77.05,2006-07,True
2013-14,200308,Andrews High,235.0,160.0,68.09,,True
2013-14,200310,Andrews Middle,226.0,176.0,77.88,,True
2013-14,200312,Hiwassee Dam Elementary/Middle,182.0,149.0,81.87,2006-07,True
2013-14,200314,Hiwassee Dam High,183.0,114.0,62.3,,True
2013-14,200316,Marble Elementary,142.0,113.0,79.58,2006-07,True
2013-14,200320,Martins Creek Elementary/Mid,220.0,173.0,78.64,2006-07,True
2013-14,200322,Mountain Youth School,36.0,33.0,91.67,,True
2013-14,200324,Murphy Elementary,455.0,310.0,68.13,2006-07,True
2013-14,200328,Murphy High,445.0,250.0,56.18,,True
2013-14,200330,Murphy Middle,350.0,241.0,68.86,,True
2013-14,200332,Peachtree Elementary,156.0,131.0,83.97,2006-07,True
2013-14,200336,Ranger Elementary/Middle,329.0,244.0,74.16,2006-07,True
2013-14,200350,Tri-County Early College High,132.0,53.0,40.15,,True
2013-14,20A000,The Learning Center,179.0,133.0,74.3,2006-07,True
2013-14,210304,Chowan Middle,521.0,352.0,67.56,,True
2013-14,210306,D F Walker Elementary,494.0,320.0,64.78,2002-03,True
2013-14,210312,John A Holmes High,659.0,387.0,58.73,,True
2013-14,210316,White Oak Elementary,614.0,432.0,70.36,2002-03,True
2013-14,220308,Hayesville Elementary,555.0,361.0,65.05,2006-07,True
2013-14,220310,Hayesville High,370.0,174.0,47.03,,True
2013-14,220312,Hayesville Middle,442.0,267.0,60.41,,True
2013-14,230304,Bethware Elementary,413.0,258.0,62.47,2006-07,True
2013-14,230308,Boiling Springs Elementary,565.0,303.0,53.63,2009-10,True
2013-14,230312,Burns High,908.0,505.0,55.62,,True
2013-14,230316,Burns Middle,860.0,563.0,65.47,,True
2013-14,230320,Casar Elementary,275.0,167.0,60.73,2006-07,True
2013-14,230322,Cleveland ECHS,162.0,106.0,65.43,,True
2013-14,230324,Crest High,994.0,471.0,47.38,,True
2013-14,230328,Crest Middle ,1001.0,567.0,56.64,,True
2013-14,230330,Turning Point Academy,103.0,94.0,91.26,,True
2013-14,230334,East Elementary,251.0,194.0,77.29,2006-07,True
2013-14,230336,Shelby Intermediate,494.0,355.0,71.86,2006-07,True
2013-14,230340,Fallston Elementary,576.0,365.0,63.37,2006-07,True
2013-14,230342,Graham Elementary,279.0,260.0,93.19,2006-07,True
2013-14,230344,Grover Elementary,328.0,239.0,72.87,2006-07,True
2013-14,230346,James Love Elementary,307.0,276.0,89.9,2006-07,True
2013-14,230348,Jefferson Elementary,382.0,192.0,50.26,2006-07,True
2013-14,230350,Kings Mountain High,1028.0,502.0,48.83,,True
2013-14,230351,Kings Mountain Intermediate,680.0,405.0,59.56,,True
2013-14,230352,Kings Mountain Middle,651.0,358.0,54.99,,True
2013-14,230355,Marion Elementary,367.0,229.0,62.4,2011-12,True
2013-14,230357,North Elementary,247.0,165.0,66.8,2006-07,True
2013-14,230359,North Shelby,94.0,78.0,82.98,,True
2013-14,230361,Shelby High,663.0,385.0,58.07,,True
2013-14,230362,Shelby Middle,467.0,313.0,67.02,,True
2013-14,230364,Springmore Elementary,641.0,335.0,52.26,2006-07,True
2013-14,230368,Township Three Elementary,694.0,543.0,78.24,2006-07,True
2013-14,230370,Union Elementary,415.0,299.0,72.05,2006-07,True
2013-14,230376,Washington Elementary ,342.0,270.0,78.95,2006-07,True
2013-14,230380,West Elementary,304.0,145.0,47.7,2009-10,True
2013-14,23A000,Pinnacle Classical Academy,308.0,32.0,10.39,,True
2013-14,240304,Acme Delco Middle,176.0,128.0,72.73,2004-05,True
2013-14,240308,Acme Delco Elementary,371.0,267.0,71.97,2006-07,True
2013-14,240328,Cerro Gordo Elementary,390.0,281.0,72.05,2005-06,True
2013-14,240330,Chadbourn Middle,178.0,163.0,91.57,2004-05,True
2013-14,240332,Chadbourn Elementary,354.0,341.0,96.33,2006-07,True
2013-14,240334,East Columbus High,495.0,298.0,60.2,,True
2013-14,240344,Evergreen Elementary,300.0,231.0,77.0,2006-07,True
2013-14,240352,Guideway Elementary,178.0,143.0,80.34,2002-03,True
2013-14,240354,Hallsboro-Artesia Elementary,392.0,313.0,79.85,2005-06,True
2013-14,240356,Hallsboro Middle,242.0,160.0,66.12,2004-05,True
2013-14,240368,Nakina Middle,232.0,162.0,69.83,2009-10,True
2013-14,240370,Old Dock Elementary,270.0,184.0,68.15,2006-07,True
2013-14,240371,South Columbus High,739.0,362.0,48.99,,True
2013-14,240372,Tabor City Elementary,451.0,370.0,82.04,2003-04,True
2013-14,240373,CCCA - Southeastern Campus,195.0,96.0,49.23,,True
2013-14,240376,Tabor City Middle,254.0,190.0,74.8,2002-03,True
2013-14,240380,West Columbus High,441.0,315.0,71.43,,True
2013-14,240388,Williams Township,714.0,442.0,61.9,2002-03,True
2013-14,241304,Central Middle,539.0,338.0,62.71,2002-03,True
2013-14,241308,Edgewood Elementary,521.0,401.0,76.97,2004-05,True
2013-14,241312,North Whiteville Academy,35.0,28.0,80.0,2006-07,True
2013-14,241316,Whiteville High,730.0,404.0,55.34,2009-10,True
2013-14,241320,Whiteville Primary,593.0,494.0,83.31,2004-05,True
2013-14,24B000,Flemington Academy,,,,,True
2013-14,24C000,STEM Ed Global Society Academy (SEGS),200.0,190.0,95.0,,True
2013-14,24N000,Columbus Charter School,725.0,290.0,40.0,2008-09,True
2013-14,250304,Albert H Bangert Elementary,439.0,221.0,50.34,2006-07,True
2013-14,250306,Ben D Quinn Elementary,518.0,284.0,54.83,2006-07,True
2013-14,250308,Bridgeton Elementary,541.0,347.0,64.14,2006-07,True
2013-14,250312,Brinson Memorial Elementary,716.0,299.0,41.76,2006-07,True
2013-14,250314,Craven Early College High,167.0,82.0,49.1,,True
2013-14,250316,Creekside Elementary,563.0,141.0,25.04,,True
2013-14,250320,Vanceboro-Farm Life Elementary,619.0,489.0,79.0,2006-07,True
2013-14,250321,Early College EAST High,145.0,47.0,32.41,,True
2013-14,250324,Grover C Fields Middle,612.0,432.0,70.59,,True
2013-14,250328,Graham A Barden Elementary,334.0,211.0,63.17,2006-07,True
2013-14,250332,H J MacDonald Middle,892.0,476.0,53.36,,True
2013-14,250336,Havelock Elementary,302.0,217.0,71.85,2006-07,True
2013-14,250340,Havelock High,1084.0,465.0,42.9,,True
2013-14,250344,Havelock Middle,480.0,334.0,69.58,,True
2013-14,250348,J T Barber Elementary,364.0,329.0,90.38,2006-07,True
2013-14,250350,James W Smith Elementary,470.0,364.0,77.45,2006-07,True
2013-14,250356,New Bern High,1547.0,843.0,54.49,,True
2013-14,250360,Oaks Road Elementary,422.0,370.0,87.68,2006-07,True
2013-14,250362,Roger R Bell Elementary,394.0,287.0,72.84,2006-07,True
2013-14,250364,Trent Park Elementary,420.0,330.0,78.57,2006-07,True
2013-14,250368,Tucker Creek Middle,517.0,215.0,41.59,,True
2013-14,250372,West Craven High,897.0,608.0,67.78,,True
2013-14,250376,West Craven Middle,832.0,622.0,74.76,,True
2013-14,250378,W Jesse Gurganus Elementary,495.0,222.0,44.85,2006-07,True
2013-14,250380,Arthur W Edwards Elementary,544.0,268.0,49.26,2006-07,True
2013-14,260302,Alma O Easom Elementary,278.0,108.0,38.85,,True
2013-14,260306,Armstrong Elementary,412.0,247.0,59.95,2006-07,True
2013-14,260308,Ashley Elementary,272.0,145.0,53.31,2006-07,True
2013-14,260310,Loyd E Auman Elementary,559.0,335.0,59.93,2004-05,True
2013-14,260312,Beaver Dam Elementary,132.0,75.0,56.82,2006-07,True
2013-14,260316,Lillian Black Elementary,192.0,157.0,81.77,2004-05,True
2013-14,260318,Jack Britt High,1689.0,480.0,28.42,,True
2013-14,260320,Brentwood Elementary,511.0,435.0,85.13,2006-07,True
2013-14,260321,Douglas Byrd Middle,736.0,595.0,80.84,2004-05,True
2013-14,260322,Douglas Byrd High,955.0,745.0,78.01,2012-13,True
2013-14,260325,Cape Fear High,1317.0,594.0,45.1,,True
2013-14,260326,Elizabeth M Cashwell Elementary,731.0,614.0,83.99,2004-05,True
2013-14,260332,Eastover Central Elementary,475.0,151.0,31.79,,True
2013-14,260336,Anne Chesnutt Middle,581.0,360.0,61.96,,True
2013-14,260338,Cliffdale Elementary,586.0,444.0,75.77,2005-06,True
2013-14,260340,College Lakes Elementary,409.0,289.0,70.66,2005-06,True
2013-14,260342,C Wayne Collier Elementary,600.0,381.0,63.5,2005-06,True
2013-14,260344,J W Coon Elementary,253.0,215.0,84.98,2005-06,True
2013-14,260347,Cumberland International Early CollegeHS,106.0,49.0,46.23,,True
2013-14,260348,Cumberland Mills Elementary,716.0,496.0,69.27,2006-07,True
2013-14,260352,Cumberland Road Elementary,447.0,365.0,81.66,2004-05,True
2013-14,260354,Cross Creek Early College,224.0,135.0,60.27,,True
2013-14,260356,District No 7 Elementary,265.0,126.0,47.55,2006-07,True
2013-14,260357,Gray's Creek High,1036.0,441.0,42.57,,True
2013-14,260358,Luther 'Nick' Jeralds Middle,563.0,473.0,84.01,2002-03,True
2013-14,260359,E E Smith High,953.0,632.0,66.32,,True
2013-14,260361,Ferguson-Easley Elementary,314.0,282.0,89.81,2005-06,True
2013-14,260362,Gray's Creek Middle,1004.0,455.0,45.32,,True
2013-14,260363,Glendale Acres Elementary,238.0,140.0,58.82,2006-07,True
2013-14,260364,Alderman Road Elementary,627.0,418.0,66.67,2002-03,True
2013-14,260365,R Max Abbott Middle,900.0,474.0,52.67,,True
2013-14,260366,Howard L Hall Elementary,553.0,201.0,36.35,,True
2013-14,260367,Bill Hefner Elementary,865.0,563.0,65.09,2006-07,True
2013-14,260368,Hope Mills Middle,695.0,374.0,53.81,,True
2013-14,260369,John R Griffin Middle,952.0,286.0,30.04,,True
2013-14,260370,Ed V Baldwin Elementary,720.0,390.0,54.17,2005-06,True
2013-14,260371,Ireland Drive Middle,401.0,331.0,82.54,2005-06,True
2013-14,260372,Lewis Chapel Middle,704.0,521.0,74.01,,True
2013-14,260373,Gallberry Farm Elementary,843.0,423.0,50.18,2004-05,True
2013-14,260374,Alger B. Wilkins High School PLC,32.0,23.0,71.88,,True
2013-14,260375,Gray's Creek Elementary,427.0,174.0,40.75,2009-10,True
2013-14,260380,Long Hill Elementary,495.0,176.0,35.56,,True
2013-14,260382,Lucile Souders Elementary,447.0,351.0,78.52,2005-06,True
2013-14,260383,Mac Williams Middle,1222.0,639.0,52.29,,True
2013-14,260386,Margaret Willis Elementary,299.0,233.0,77.93,2006-07,True
2013-14,260388,Massey Hill Classical High,317.0,101.0,31.86,,True
2013-14,260396,Mary McArthur Elementary,436.0,344.0,78.9,2006-07,True
2013-14,260397,E Melvin Honeycutt Elementary,751.0,295.0,39.28,,True
2013-14,260398,E E Miller Elementary,595.0,337.0,56.64,2005-06,True
2013-14,260400,Montclair Elementary,431.0,332.0,77.03,2006-07,True
2013-14,260401,Morganton Road Elementary,538.0,355.0,65.99,2005-06,True
2013-14,260402,Manchester Elementary,375.0,304.0,81.07,2006-07,True
2013-14,260403,New Century International Elementary,691.0,344.0,49.78,2011-12,True
2013-14,260404,William H Owen Elementary,472.0,386.0,81.78,2004-05,True
2013-14,260405,Walker Spivey Elementary,323.0,304.0,94.12,2006-07,True
2013-14,260406,Pine Forest Middle,751.0,337.0,44.87,,True
2013-14,260407,Lake Rim Elementary,626.0,316.0,50.48,2005-06,True
2013-14,260408,Pine Forest High,1360.0,694.0,51.03,,True
2013-14,260410,Ponderosa Elementary,398.0,284.0,71.36,2006-07,True
2013-14,260411,Reid Ross Classical High,300.0,128.0,42.67,,True
2013-14,260412,Raleigh Road Elementary,242.0,90.0,37.19,,True
2013-14,260413,Pauline Jones Middle,76.0,65.0,85.53,,True
2013-14,260414,Benjamin J Martin Elementary,516.0,372.0,72.09,2006-07,True
2013-14,260415,Rockfish Elementary,769.0,381.0,49.54,2006-07,True
2013-14,260416,J W Seabrook Elementary,264.0,195.0,73.86,2006-07,True
2013-14,260417,New Century International Middle,355.0,163.0,45.92,,True
2013-14,260418,Seventy-First Classical Middle,530.0,207.0,39.06,,True
2013-14,260419,Reid Ross Classical Middle,405.0,223.0,55.06,,True
2013-14,260424,Seventy-First High,1358.0,754.0,55.52,,True
2013-14,260425,South View Middle,781.0,519.0,66.45,,True
2013-14,260426,Sherwood Park Elementary,456.0,349.0,76.54,2005-06,True
2013-14,260427,South View High,1525.0,817.0,53.57,,True
2013-14,260428,Spring Lake Middle,491.0,393.0,80.04,2003-04,True
2013-14,260430,Stedman Elementary,285.0,141.0,49.47,2006-07,True
2013-14,260432,Stedman Primary,155.0,91.0,58.71,2006-07,True
2013-14,260434,Stoney Point Elementary,728.0,200.0,27.47,,True
2013-14,260440,Sunnyside Elementary,363.0,286.0,78.79,2006-07,True
2013-14,260444,Teresa C Berrien Elementary,173.0,159.0,91.91,2006-07,True
2013-14,260446,Terry Sanford High,1111.0,452.0,40.68,,True
2013-14,260448,Vanstory Hills Elementary,543.0,196.0,36.1,,True
2013-14,260449,Ramsey Street High,119.0,91.0,76.47,,True
2013-14,260450,Warrenwood Elementary,456.0,362.0,79.39,2004-05,True
2013-14,260452,Westarea Elementary,554.0,485.0,87.55,2003-04,True
2013-14,260454,Westover Middle,802.0,578.0,72.07,,True
2013-14,260455,Westover High,918.0,624.0,67.97,,True
2013-14,260459,William T Brown Elementary,682.0,504.0,73.9,2006-07,True
2013-14,260700,Howard Health & Life Sciences,158.0,76.0,48.1,,True
2013-14,26B000,Alpha Academy,550.0,440.0,80.0,2005-06,True
2013-14,270304,Central Elementary,168.0,124.0,73.81,2006-07,True
2013-14,270306,Currituck County High,922.0,274.0,29.72,,True
2013-14,270308,Currituck County Middle,356.0,146.0,41.01,,True
2013-14,270309,Jarvisburg Elementary,240.0,129.0,53.75,2006-07,True
2013-14,270310,Shawboro Elementary School,508.0,213.0,41.93,2006-07,True
2013-14,270311,The JP Knapp ECH (i)School,202.0,45.0,22.28,,True
2013-14,270312,Knotts Island Elementary,103.0,45.0,43.69,2006-07,True
2013-14,270316,Moyock Elementary,475.0,99.0,20.84,,True
2013-14,270318,Moyock Middle,589.0,185.0,31.41,,True
2013-14,270320,W T Griggs Elementary,247.0,148.0,59.92,2006-07,True
2013-14,27A000,Water's Edge Village School,16.0,4.0,25.0,,True
2013-14,280302,Cape Hatteras Elementary School,300.0,174.0,58.0,2006-07,True
2013-14,280304,Cape Hatteras Secondary School,281.0,152.0,54.09,,True
2013-14,280306,Dare County Alternative School,34.0,34.0,100.0,,True
2013-14,280308,Kitty Hawk Elementary School,443.0,117.0,26.41,,True
2013-14,280310,Nags Head Elementary School,590.0,290.0,49.15,2006-07,True
2013-14,280312,Manteo Elementary School,741.0,446.0,60.19,2006-07,True
2013-14,280316,Manteo High School,432.0,175.0,40.51,,True
2013-14,280320,Manteo Middle School,373.0,199.0,53.35,,True
2013-14,280324,First Flight Elementary School,397.0,184.0,46.35,2006-07,True
2013-14,280328,First Flight Middle School,626.0,216.0,34.5,,True
2013-14,280330,First Flight High School,768.0,214.0,27.86,,True
2013-14,290302,Brier Creek Elementary,348.0,199.0,57.18,2001-02,True
2013-14,290306,Northwest Elementary,579.0,190.0,32.82,,True
2013-14,290307,Southmont Elementary,398.0,265.0,66.58,2009-10,True
2013-14,290308,Central Davidson High,796.0,345.0,43.34,,True
2013-14,290309,Central Davidson Middle,811.0,454.0,55.98,,True
2013-14,290310,Stoner-Thomas School,73.0,52.0,71.23,,True
2013-14,290312,Churchland Elementary,468.0,297.0,63.46,2005-06,True
2013-14,290314,Davidson County High School,52.0,40.0,76.92,,True
2013-14,290315,Davidson Early College,105.0,59.0,56.19,,True
2013-14,290316,Davis-Townsend Elementary,549.0,234.0,42.62,,True
2013-14,290320,Denton Elementary,371.0,219.0,59.03,2006-07,True
2013-14,290322,E Lawson Brown Middle,796.0,397.0,49.87,,True
2013-14,290324,East Davidson High,750.0,264.0,35.2,,True
2013-14,290328,Fair Grove Elementary,520.0,274.0,52.69,2009-10,True
2013-14,290330,Friedberg Elementary,482.0,161.0,33.4,,True
2013-14,290332,Hasty Elementary,589.0,317.0,53.82,2009-10,True
2013-14,290333,Friendship Elementary,482.0,160.0,33.2,,True
2013-14,290334,Ledford Middle,699.0,281.0,40.2,,True
2013-14,290336,Ledford Senior High,944.0,284.0,30.08,,True
2013-14,290344,Midway Elementary,528.0,225.0,42.61,,True
2013-14,290348,North Davidson High,1177.0,310.0,26.34,,True
2013-14,290350,North Davidson Middle,827.0,288.0,34.82,,True
2013-14,290351,Oak Grove Middle,743.0,237.0,31.9,,True
2013-14,290352,Pilot Elementary,448.0,241.0,53.79,2006-07,True
2013-14,290356,Reeds Elementary,370.0,194.0,52.43,2009-10,True
2013-14,290364,Silver Valley Elementary,269.0,209.0,77.7,2006-07,True
2013-14,290365,South Davidson High,331.0,169.0,51.06,,True
2013-14,290366,Southwood Elementary,651.0,443.0,68.05,2006-07,True
2013-14,290367,South Davidson Middle,388.0,228.0,58.76,,True
2013-14,290375,Tyro Elementary,413.0,240.0,58.11,2006-07,True
2013-14,290376,Tyro Middle,652.0,326.0,50.0,,True
2013-14,290380,Wallburg Elementary,857.0,305.0,35.59,,True
2013-14,290384,Welcome Elementary,599.0,307.0,51.25,2006-07,True
2013-14,290388,West Davidson High,590.0,257.0,43.56,,True
