school_year,school_code,school_name,total_resident_children,number_low_income_students,percent_low_income_students,served_1st_year,is_title_I
2015-16,550342,North Brook Elementary,385.0,277.0,71.95,2005-06,True
2015-16,100326,North Brunswick High,995.0,589.0,59.2,,True
2015-16,110379,North Buncombe Elementary,672.0,396.0,58.93,2006-07,True
2015-16,110380,North Buncombe High,1059.0,429.0,40.51,,True
2015-16,110381,North Buncombe Middle,607.0,302.0,49.75,,True
2015-16,440368,North Canton Elementary,369.0,261.0,70.73,2006-07,True
2015-16,190341,North Chatham Elementary,549.0,227.0,41.35,2013-14,True
2015-16,590336,North Cove Elementary,260.0,184.0,70.77,2006-07,True
2015-16,290348,North Davidson High,1219.0,362.0,29.7,,True
2015-16,290350,North Davidson Middle,779.0,307.0,39.41,,True
2015-16,300325,North Davie Middle,444.0,184.0,41.44,,True
2015-16,960390,North Drive Elementary,503.0,503.0,100.0,2002-03,True
2015-16,310360,North Duplin Elementary,713.0,500.0,70.13,2004-05,True
2015-16,310364,North Duplin Jr Sr High,542.0,276.0,50.92,2015-16,True
2015-16,33A000,North East Carolina Prep,1144.0,789.0,68.97,2012-13,True
2015-16,330328,North Edgecombe High,230.0,126.0,54.78,2013-14,True
2015-16,170334,North Elementary,447.0,398.0,89.04,2006-07,True
2015-16,230357,North Elementary,270.0,193.0,71.48,2006-07,True
2015-16,730334,North Elementary,299.0,299.0,100.0,2006-07,True
2015-16,730340,North End Elementary,199.0,182.0,91.46,2006-07,True
2015-16,920514,North Forest Pines Elementary,812.0,233.0,28.69,,True
2015-16,340460,North Forsyth High,1194.0,816.0,68.34,2012-13,True
2015-16,920512,North Garner Middle,959.0,489.0,50.99,,True
2015-16,360470,North Gaston High,1075.0,590.0,54.88,,True
2015-16,010364,North Graham Elementary,395.0,395.0,100.0,2006-07,True
2015-16,430368,North Harnett Primary,454.0,360.0,79.3,2006-07,True
2015-16,450341,North Henderson High,1033.0,537.0,51.98,,True
2015-16,340462,North Hills Elementary,513.0,513.0,100.0,2006-07,True
2015-16,490346,North Iredell High,1115.0,461.0,41.35,,True
2015-16,490349,North Iredell Middle,640.0,345.0,53.91,,True
2015-16,510368,North Johnston High,551.0,299.0,54.26,,True
2015-16,510344,North Johnston Middle,638.0,387.0,60.66,2014-15,True
2015-16,830336,North Laurinburg Elementary,253.0,223.0,88.14,2005-06,True
2015-16,540324,North Lenoir High,860.0,337.0,39.19,,True
2015-16,120352,North Liberty,109.0,48.0,44.04,,True
2015-16,550344,North Lincoln High,948.0,243.0,25.63,,True
2015-16,550350,North Lincoln Middle,713.0,213.0,29.87,,True
2015-16,600480,North Mecklenburg High,1843.0,617.0,33.48,,True
2015-16,630332,North Moore High,601.0,292.0,48.59,,True
2015-16,182328,North Newton Elementary,476.0,391.0,82.14,2006-07,True
2015-16,740374,North Pitt High,915.0,686.0,74.97,,True
2015-16,920516,North Ridge Elementary,756.0,322.0,42.59,2009-10,True
2015-16,800373,North Rowan Elementary,504.0,504.0,100.0,2004-05,True
2015-16,800376,North Rowan High,676.0,472.0,69.82,,True
2015-16,800377,North Rowan Middle,510.0,510.0,100.0,2012-13,True
2015-16,230359,North Shelby,101.0,85.0,84.16,,True
2015-16,840332,North Stanly High,572.0,254.0,44.41,,True
2015-16,840328,North Stanly Middle,512.0,252.0,49.22,,True
2015-16,850332,North Stokes High,391.0,181.0,46.29,,True
2015-16,860336,North Surry High,871.0,488.0,56.03,,True
2015-16,710323,North Topsail Elementary,596.0,232.0,38.93,2006-07,True
2015-16,241312,North Whiteville Academy,33.0,33.0,100.0,2006-07,True
2015-16,970356,North Wilkes High,683.0,231.0,33.82,,True
2015-16,970358,North Wilkes Middle,563.0,253.0,44.94,,True
2015-16,970360,North Wilkesboro Elementary,304.0,216.0,71.05,2006-07,True
2015-16,110382,North Windy Ridge Intermediate,581.0,302.0,51.98,2009-10,True
2015-16,660336,Northampton County High School,386.0,287.0,74.35,2010-11,True
2015-16,70A000,Northeast Academy of Aerospace & AdvTech,122.0,54.0,44.26,2015-16,True
2015-16,070329,Northeast Elementary,506.0,398.0,78.66,2002-03,True
2015-16,540325,Northeast Elementary,568.0,490.0,86.27,2009-10,True
2015-16,960450,Northeast Elementary,696.0,432.0,62.07,2006-07,True
2015-16,410484,Northeast Guilford High,1008.0,425.0,42.16,,True
2015-16,410487,Northeast Guilford Middle,772.0,390.0,50.52,2012-13,True
2015-16,600479,Northeast Middle,746.0,320.0,42.9,2015-16,True
2015-16,700317,Northeastern High,832.0,462.0,55.53,,True
2015-16,760338,Northeastern Randolph Middle,649.0,360.0,55.47,,True
2015-16,390334,Northern Granville Middle,352.0,248.0,70.45,2012-13,True
2015-16,410486,Northern Guilford Elementary,585.0,59.0,10.09,,True
2015-16,410489,Northern Guilford High,1355.0,161.0,11.88,,True
2015-16,410488,Northern Guilford Middle,890.0,132.0,14.83,,True
2015-16,320356,Northern High,1512.0,844.0,55.82,,True
2015-16,730344,Northern Middle,497.0,289.0,58.15,,True
2015-16,640350,Northern Nash High,1094.0,557.0,50.91,,True
2015-16,910370,Northern Vance High,907.0,490.0,54.02,,True
2015-16,600481,Northridge Middle,791.0,388.0,49.05,2010-11,True
2015-16,681300,Northside Elementary,592.0,238.0,40.2,2013-14,True
2015-16,700314,Northside Elementary,541.0,309.0,57.12,2004-05,True
2015-16,070330,Northside High,447.0,210.0,46.98,,True
2015-16,670333,Northside High,1080.0,447.0,41.39,,True
2015-16,930340,Northside K-8,342.0,342.0,100.0,2006-07,True
2015-16,181312,Northview Middle,588.0,312.0,53.06,2004-05,True
2015-16,490347,Northview School,403.0,102.0,25.31,,True
2015-16,130326,Northwest Cabarrus High,1154.0,528.0,45.75,,True
2015-16,130327,Northwest Cabarrus Middle,901.0,464.0,51.5,,True
2015-16,290306,Northwest Elementary,490.0,175.0,35.71,,True
2015-16,540326,Northwest Elementary,490.0,298.0,60.82,2006-07,True
2015-16,740375,Northwest Elementary,381.0,381.0,100.0,2004-05,True
2015-16,960454,Northwest Elementary,782.0,390.0,49.87,2010-11,True
2015-16,410490,Northwest Guilford High,1989.0,146.0,7.34,,True
2015-16,410493,Northwest Guilford Middle,1015.0,75.0,7.39,,True
2015-16,420346,Northwest Halifax High,445.0,434.0,97.53,2004-05,True
2015-16,340464,Northwest Middle,977.0,699.0,71.55,2012-13,True
2015-16,600482,Northwest School of the Arts,978.0,245.0,25.05,,True
2015-16,410496,Northwood Elementary,603.0,397.0,65.84,2003-04,True
2015-16,190342,Northwood High,1233.0,309.0,25.06,,True
2015-16,670332,Northwoods Elementary,452.0,281.0,62.17,2006-07,True
2015-16,920520,Northwoods Elementary,551.0,219.0,39.75,2010-11,True
2015-16,670336,Northwoods Park Middle,504.0,263.0,52.18,,True
2015-16,960360,Norwayne Middle,934.0,491.0,52.57,,True
2015-16,840336,Norwood Elementary,390.0,261.0,66.92,2006-07,True
2015-16,640347,NRM Early College High School,236.0,112.0,47.46,,True
2015-16,320360,Oak Grove Elementary,585.0,431.0,73.68,2004-05,True
2015-16,920522,Oak Grove Elementary,794.0,147.0,18.51,,True
2015-16,290351,Oak Grove Middle,747.0,257.0,34.4,,True
2015-16,120364,Oak Hill Elementary,447.0,248.0,55.48,2004-05,True
2015-16,140376,Oak Hill Elementary,138.0,78.0,56.52,2005-06,True
2015-16,410499,Oak Hill Elementary,496.0,357.0,71.98,2010-11,True
2015-16,730348,Oak Lane Elementary,242.0,144.0,59.5,,True
2015-16,410502,Oak Ridge Elementary,739.0,42.0,5.68,,True
2015-16,410505,Oak View Elementary,528.0,301.0,57.01,2005-06,True
2015-16,840340,Oakboro Elementary,363.0,196.0,53.99,2006-07,True
2015-16,600485,Oakdale Elementary,674.0,408.0,60.53,2009-10,True
2015-16,600484,Oakhurst STEAM Academy,629.0,268.0,42.61,2015-16,True
2015-16,600488,Oaklawn Language Academy,519.0,223.0,42.97,2012-13,True
2015-16,110384,Oakley Elementary,465.0,371.0,79.78,2006-07,True
2015-16,250360,Oaks Road Elementary,390.0,354.0,90.77,2006-07,True
2015-16,170339,Oakwood Elementary,387.0,387.0,100.0,2006-07,True
2015-16,181336,Oakwood Elementary,391.0,216.0,55.24,2006-07,True
2015-16,480316,Ocracoke School,162.0,38.0,23.46,2014-15,True
2015-16,650356,Ogden Elementary,690.0,110.0,15.94,,True
2015-16,240370,Old Dock Elementary,266.0,179.0,67.29,2006-07,True
2015-16,590340,Old Fort Elementary,393.0,322.0,81.93,2006-07,True
2015-16,340472,Old Richmond Elementary,489.0,253.0,51.74,,True
2015-16,340476,Old Town Elementary,678.0,678.0,100.0,2004-05,True
2015-16,600491,Olde Providence Elementary,719.0,73.0,10.15,,True
2015-16,920524,Olds Elementary,355.0,106.0,29.86,,True
2015-16,920523,Olive Chapel Elementary,1056.0,74.0,7.01,,True
2015-16,600697,Olympic High - Biotech Health Pub Admin,537.0,139.0,25.88,,True
2015-16,600693,Olympic High - Renaissance School,530.0,121.0,22.83,,True
2015-16,600696,Olympic High-Leadership and Development,591.0,201.0,34.01,,True
2015-16,600694,Olympic High-Math Eng Tech Science,586.0,97.0,16.55,,True
2015-16,600695,Olympic TEAM High School,156.0,46.0,29.49,,True
2015-16,68A000,Orange Charter,235.0,5.0,2.13,,True
2015-16,680332,Orange High,1386.0,427.0,30.81,,True
2015-16,780352,Orrum Middle,332.0,290.0,87.35,2004-05,True
2015-16,410402,Otis L Hairston Sr Middle,730.0,553.0,75.75,2003-04,True
2015-16,430369,Overhills Elementary,863.0,432.0,50.06,2009-10,True
2015-16,430371,Overhills High,1723.0,802.0,46.55,,True
2015-16,430370,Overhills Middle,1169.0,620.0,53.04,,True
2015-16,800315,Overton Elementary,350.0,350.0,100.0,2006-07,True
2015-16,110336,Owen High,747.0,374.0,50.07,,True
2015-16,110338,Owen Middle,582.0,362.0,62.2,,True
2015-16,780356,Oxendine Elementary,363.0,363.0,100.0,2006-07,True
2015-16,180360,Oxford Elementary,636.0,413.0,64.94,2006-07,True
2015-16,39B000,Oxford Preparatory,236.0,59.0,25.0,,True
2015-16,070338,P S Jones Middle,867.0,678.0,78.2,,True
2015-16,700320,P W Moore Elementary,375.0,340.0,90.67,2006-07,True
2015-16,740376,Pactolus,589.0,589.0,100.0,2002-03,True
2015-16,410508,Page High,2022.0,676.0,33.43,,True
2015-16,620330,Page Street Elementary,239.0,144.0,60.25,2003-04,True
2015-16,340480,Paisley IB Magnet School,786.0,546.0,69.47,2014-15,True
2015-16,600493,Palisades Park Elementary,696.0,163.0,23.42,,True
2015-16,690320,Pamlico County High,479.0,254.0,53.03,,True
2015-16,690316,Pamlico County Middle,259.0,192.0,74.13,,True
2015-16,690324,Pamlico County Primary,333.0,310.0,93.09,2005-06,True
2015-16,920526,Panther Creek High,2897.0,354.0,12.22,,True
2015-16,600492,Park Road Montessori,505.0,33.0,6.53,,True
2015-16,491316,Park View Elementary,675.0,340.0,50.37,2005-06,True
2015-16,340486,Parkland High,1305.0,1000.0,76.63,2012-13,True
2015-16,600409,Parkside Elementary,421.0,81.0,19.24,,True
2015-16,780360,Parkton Elementary,678.0,650.0,95.87,2002-03,True
2015-16,410511,Parkview Village Elementary,390.0,321.0,82.31,2006-07,True
2015-16,950328,Parkway Elementary,515.0,200.0,38.83,,True
2015-16,320362,Parkwood Elementary,583.0,409.0,70.15,2005-06,True
2015-16,670338,Parkwood Elementary,561.0,225.0,40.11,2013-14,True
2015-16,900344,Parkwood High,987.0,375.0,37.99,,True
2015-16,900346,Parkwood Middle,964.0,406.0,42.12,,True
2015-16,680335,Partnership Academy,47.0,24.0,51.06,2009-10,True
2015-16,920525,Partnership Elementary,296.0,106.0,35.81,,True
2015-16,700319,Pasquotank County High,743.0,432.0,58.14,,True
2015-16,700318,Pasquotank Elementary,354.0,268.0,75.71,2006-07,True
2015-16,680336,Pathways Elementary,420.0,179.0,42.62,,True
2015-16,130345,Patriots Elementary,891.0,292.0,32.77,,True
2015-16,09A000,Paul R Brown Leadership Academy,93.0,93.0,100.0,2014-15,True
2015-16,260413,Pauline Jones Middle,126.0,117.0,92.86,,True
2015-16,93J000,PAVE Southeast Raleigh Charter,123.0,95.0,77.24,2015-16,True
2015-16,600494,Paw Creek Elementary,602.0,336.0,55.81,2010-11,True
2015-16,040328,Peachland-Polkton Elem,541.0,541.0,100.0,2009-10,True
2015-16,200332,Peachtree Elementary,159.0,150.0,94.34,2006-07,True
2015-16,320364,Pearsontown Elementary,832.0,284.0,34.13,,True
2015-16,410517,Peeler Open Elementary,336.0,177.0,52.68,2012-13,True
2015-16,780364,Pembroke Elementary,803.0,742.0,92.4,2004-05,True
2015-16,780368,Pembroke Middle,694.0,610.0,87.9,2005-06,True
2015-16,710327,Pender Early College High,204.0,104.0,50.98,,True
2015-16,710326,Pender High,576.0,450.0,78.13,,True
2015-16,710328,Penderlea Elementary,525.0,360.0,68.57,2006-07,True
2015-16,410391,Penn-Griffin Schools,691.0,285.0,41.24,,True
2015-16,920530,Penny Road Elementary,721.0,204.0,28.29,,True
2015-16,130333,Performance Learning Center,147.0,68.0,46.26,,True
2015-16,600498,Performance Learning Center,178.0,54.0,30.34,,True
2015-16,720304,Perquimans Central,486.0,326.0,67.08,2004-05,True
2015-16,720316,Perquimans County High,514.0,285.0,55.45,,True
2015-16,720320,Perquimans County Middle,370.0,234.0,63.24,,True
2015-16,190346,Perry W Harrison Elementary,596.0,147.0,24.66,,True
2015-16,730352,Person High,1273.0,608.0,47.76,,True
2015-16,780374,Peterson Elementary,661.0,661.0,100.0,2004-05,True
2015-16,340490,Petree Elementary,462.0,462.0,100.0,2010-11,True
2015-16,410589,Philip J Weaver Ed Center,265.0,26.0,9.81,,True
2015-16,600496,Phillip O Berry Academy of Technology,1644.0,626.0,38.08,,True
2015-16,920528,Phillips High,203.0,166.0,81.77,2015-16,True
2015-16,681324,Phillips Middle,682.0,155.0,22.73,,True
2015-16,330332,Phillips Middle,156.0,102.0,65.38,2001-02,True
2015-16,340492,Philo-Hill Magnet Academy,535.0,535.0,100.0,2003-04,True
2015-16,41D000,"Phoenix Academy-  Primary, Elem., MS/HS",1069.0,85.0,7.95,,True
2015-16,681338,Phoenix Academy High,46.0,24.0,52.17,,True
2015-16,291340,Pickett Elementary School,389.0,364.0,93.57,2006-07,True
2015-16,41K000,Piedmont Classical High,130.0,10.0,7.69,,True
2015-16,36B000,Piedmont Community Charter School,1185.0,110.0,9.28,2010-11,True
2015-16,900348,Piedmont High,1208.0,270.0,22.35,,True
2015-16,600497,Piedmont IB Middle,981.0,182.0,18.55,,True
2015-16,900350,Piedmont Middle,1090.0,304.0,27.89,,True
2015-16,290352,Pilot Elementary,458.0,273.0,59.61,2006-07,True
2015-16,410522,Pilot Elementary,737.0,294.0,39.89,,True
2015-16,860339,Pilot Mountain Elementary,437.0,258.0,59.04,2010-11,True
2015-16,860340,Pilot Mountain Middle,492.0,275.0,55.89,,True
2015-16,260408,Pine Forest High,1573.0,873.0,55.5,,True
2015-16,260406,Pine Forest Middle,756.0,335.0,44.31,,True
2015-16,850336,Pine Hall Elementary,176.0,123.0,69.89,2006-07,True
2015-16,49E000,Pine Lake Preparatory,1667.0,48.0,2.88,,True
2015-16,650362,Pine Valley Elementary,549.0,304.0,55.37,2006-07,True
2015-16,300326,Pinebrook Elementary,518.0,188.0,36.29,2011-12,True
2015-16,630336,Pinecrest High,2082.0,694.0,33.33,,True
2015-16,630342,Pinehurst Elementary,531.0,86.0,16.2,,True
2015-16,940314,Pines Elementary,669.0,650.0,97.16,2002-03,True
2015-16,600500,Pineville Elementary,828.0,327.0,39.49,,True
2015-16,360478,Pinewood Elementary,592.0,302.0,51.01,,True
2015-16,600501,Pinewood Elementary,556.0,305.0,54.86,2006-07,True
2015-16,030316,Piney Creek Elementary,197.0,94.0,47.72,2006-07,True
2015-16,340494,Piney Grove Elementary,619.0,206.0,33.28,,True
2015-16,600503,Piney Grove Elementary,923.0,461.0,49.95,2010-11,True
2015-16,780376,Piney Grove Elementary,720.0,698.0,96.94,2005-06,True
2015-16,850338,Piney Grove Middle,320.0,181.0,56.56,,True
2015-16,540328,Pink Hill Elementary,469.0,266.0,56.72,2006-07,True
2015-16,910356,Pinkston Street Elementary,267.0,210.0,78.65,2006-07,True
2015-16,23A000,Pinnacle Classical Academy,468.0,95.0,20.3,,True
2015-16,850340,Pinnacle Elementary,198.0,120.0,60.61,2006-07,True
2015-16,810370,Pinnacle Elementary School,315.0,162.0,51.43,2006-07,True
2015-16,60Y000,Pioneer Springs Community School,220.0,15.0,6.82,,True
2015-16,110388,Pisgah Elementary,233.0,169.0,72.53,2006-07,True
2015-16,880318,Pisgah Forest Elementary,544.0,325.0,59.74,2006-07,True
2015-16,440378,Pisgah High,967.0,457.0,47.26,,True
2015-16,420348,Pittman Elementary,178.0,178.0,100.0,2006-07,True
2015-16,130331,Pitts School Road Elementary,818.0,268.0,32.76,,True
2015-16,190348,Pittsboro Elementary,503.0,208.0,41.35,2012-13,True
2015-16,820364,Plain View Elementary,393.0,228.0,58.02,2006-07,True
2015-16,090352,Plain View Primary,203.0,150.0,73.89,2006-07,True
2015-16,410523,Pleasant Garden Elementary,504.0,167.0,33.13,,True
2015-16,590344,Pleasant Gardens Elementary,425.0,262.0,61.65,2009-10,True
2015-16,010372,Pleasant Grove Elementary,284.0,245.0,86.27,2005-06,True
2015-16,360480,Pleasant Ridge Elementary,387.0,387.0,100.0,2005-06,True
2015-16,920531,Pleasant Union Elementary,600.0,65.0,10.83,,True
2015-16,940316,Plymouth High,376.0,360.0,95.74,2009-10,True
2015-16,920532,Poe Elementary,337.0,235.0,69.73,2006-07,True
2015-16,510410,Polenta Elementary,1005.0,417.0,41.49,,True
2015-16,750314,Polk Central Elementary School,380.0,325.0,85.53,2006-07,True
2015-16,750317,Polk County Early College,75.0,42.0,56.0,,True
2015-16,750318,Polk County High School,654.0,282.0,43.12,,True
2015-16,750319,Polk County Middle School,520.0,318.0,61.15,,True
2015-16,520304,Pollocksville Elementary,197.0,123.0,62.44,2006-07,True
2015-16,600392,Polo Ridge Elementary,1042.0,24.0,2.3,,True
2015-16,260410,Ponderosa Elementary,376.0,347.0,92.29,2006-07,True
2015-16,850342,Poplar Springs Elementary,434.0,229.0,52.76,2012-13,True
2015-16,900347,Poplin Elementary,740.0,221.0,29.86,,True
2015-16,900341,Porter Ridge Elementary,500.0,248.0,49.6,,True
2015-16,900342,Porter Ridge High School,1576.0,489.0,31.03,,True
2015-16,900343,Porter Ridge Middle School,1397.0,493.0,35.29,,True
2015-16,920536,Powell Elementary,454.0,278.0,61.23,2004-05,True
2015-16,510373,Powhatan Elementary,563.0,108.0,19.18,,True
2015-16,92M000,PreEminent Charter,581.0,452.0,77.8,2005-06,True
2015-16,490350,Pressly School,46.0,45.0,97.83,,True
2015-16,510374,Princeton Elementary,743.0,441.0,59.35,2010-11,True
2015-16,510376,Princeton High,831.0,439.0,52.83,,True
2015-16,330334,Princeville Elementary,231.0,178.0,77.06,2006-07,True
2015-16,780384,Prospect Elementary,951.0,694.0,72.98,2004-05,True
2015-16,900352,Prospect Elementary,473.0,235.0,49.68,,True
2015-16,760339,Providence Grove High,825.0,333.0,40.36,,True
2015-16,600508,Providence High,1983.0,96.0,4.84,,True
2015-16,600507,Providence Spring Elementary,872.0,23.0,2.64,,True
2015-16,410534,Pruette SCALE Academy,38.0,29.0,76.32,,True
2015-16,780385,PSRC Early College at RCC,246.0,101.0,41.06,,True
2015-16,550349,Pumpkin Center Intermediate,282.0,112.0,39.72,,True
2015-16,550348,Pumpkin Center Primary,248.0,104.0,41.94,,True
2015-16,780420,Purnell Swett High,1846.0,1224.0,66.31,,True
2015-16,600509,Quail Hollow Middle,964.0,406.0,42.12,,True
2015-16,34B000,Quality Education Academy,439.0,301.0,68.56,2006-07,True
2015-16,61N000,Queen City STEM School,292.0,16.0,5.48,,True
2015-16,670335,Queens Creek Elementary,668.0,325.0,48.65,2006-07,True
2015-16,60G000,Queen's Grant Community School,758.0,131.0,17.28,2012-13,True
2015-16,92N000,Quest Academy,145.0,0.0,,,True
2015-16,780390,R B Dean Elementary,346.0,346.0,100.0,2005-06,True
2015-16,130330,R Brown  McAllister Elementary,280.0,156.0,55.71,2006-07,True
2015-16,650312,R Freeman Sch of Engineering,398.0,398.0,100.0,2006-07,True
2015-16,010374,R Homer Andrews Elementary,599.0,589.0,98.33,2005-06,True
2015-16,340496,R J Reynolds High,1774.0,864.0,48.7,,True
2015-16,260365,R Max Abbott Middle,898.0,500.0,55.68,,True
2015-16,320367,R N Harris Elementary,394.0,354.0,89.85,2006-07,True
2015-16,92K000,Raleigh Charter High School,555.0,0.0,,,True
2015-16,260412,Raleigh Road Elementary,223.0,98.0,43.95,2015-16,True
2015-16,600512,Rama Road Elementary,652.0,404.0,61.96,2009-10,True
2015-16,760340,Ramseur Elementary,450.0,390.0,86.67,2005-06,True
2015-16,260449,Ramsey Street High,113.0,80.0,70.8,,True
2015-16,920540,Rand Road Elementary,573.0,212.0,37.0,,True
2015-16,760344,Randleman Elementary,702.0,532.0,75.78,2006-07,True
2015-16,760348,Randleman High,939.0,525.0,55.91,,True
2015-16,760352,Randleman Middle,911.0,620.0,68.06,,True
2015-16,760354,Randolph Early College High,306.0,129.0,42.16,,True
2015-16,600513,Randolph Middle,1157.0,258.0,22.3,,True
2015-16,200336,Ranger Elementary/Middle,310.0,235.0,75.81,2006-07,True
2015-16,410532,Rankin Elementary,823.0,614.0,74.61,2004-05,True
2015-16,600514,Ranson Middle,1105.0,642.0,58.1,2009-10,True
2015-16,681334,Rashkis Elementary,469.0,140.0,29.85,2013-14,True
2015-16,120368,Ray Childers Elementary,441.0,299.0,67.8,2005-06,True
2015-16,010378,Ray Street Academy,113.0,101.0,89.38,2015-16,True
2015-16,900303,Rea View Elementary,668.0,21.0,3.14,,True
2015-16,32Q000,Reaching All Minds Academy,124.0,116.0,93.55,2014-15,True
2015-16,640360,Red Oak Elementary,278.0,155.0,55.76,2006-07,True
2015-16,640358,Red Oak Middle,902.0,541.0,59.98,,True
2015-16,780391,Red Springs High,802.0,613.0,76.43,,True
2015-16,780393,Red Springs Middle,600.0,544.0,90.67,2002-03,True
2015-16,290356,Reeds Elementary,368.0,207.0,56.25,2009-10,True
2015-16,600516,Reedy Creek Elementary,808.0,317.0,39.23,,True
2015-16,920542,Reedy Creek Elementary,667.0,392.0,58.77,2006-07,True
2015-16,920400,Reedy Creek Middle,845.0,461.0,54.56,,True
2015-16,410530,Reedy Fork Elementary,452.0,219.0,48.45,2011-12,True
2015-16,600517,Reid Park Academy,852.0,706.0,82.86,2002-03,True
2015-16,260411,Reid Ross Classical High,311.0,172.0,55.31,,True
2015-16,260419,Reid Ross Classical Middle,395.0,265.0,67.09,,True
2015-16,790366,Reidsville High,747.0,329.0,44.04,,True
2015-16,790374,Reidsville Middle,573.0,319.0,55.67,2014-15,True
2015-16,32H000,Research Triangle Charter,686.0,400.0,58.31,2006-07,True
2015-16,32N000,Research Triangle High School,461.0,29.0,6.29,2015-16,True
2015-16,780392,Rex-Rennert Elementary,470.0,470.0,100.0,2006-07,True
2015-16,110304,Reynolds High,1293.0,543.0,42.0,,True
2015-16,110306,Reynolds Middle,546.0,313.0,57.33,,True
2015-16,840344,Richfield Elementary,334.0,163.0,48.8,2010-11,True
2015-16,920543,Richland Creek Elementary,288.0,162.0,56.25,2012-13,True
2015-16,670339,Richlands Elementary,714.0,300.0,42.02,2003-04,True
2015-16,670340,Richlands High,1108.0,386.0,34.84,,True
2015-16,670337,Richlands Primary,871.0,392.0,45.01,2003-04,True
2015-16,770351,Richmond 9th Grade Academy,499.0,250.0,50.1,,True
2015-16,770349,Richmond Early College High,209.0,77.0,36.84,,True
2015-16,770348,Richmond Senior High,1401.0,597.0,42.61,,True
2015-16,600518,Ridge Road Middle,1283.0,356.0,27.75,,True
2015-16,740379,Ridgewood Elementary,727.0,315.0,43.33,2006-07,True
2015-16,920302,River Bend Elementary,945.0,644.0,68.15,2006-07,True
2015-16,180364,River Bend Middle,510.0,317.0,62.16,,True
2015-16,510377,River Dell Elementary,893.0,220.0,24.64,,True
2015-16,600590,River Gate Elementary,816.0,154.0,18.87,,True
2015-16,01B000,River Mill Academy,647.0,154.0,23.8,2006-07,True
2015-16,600463,River Oaks Academy,683.0,307.0,44.95,2014-15,True
2015-16,920438,River Oaks Middle,72.0,59.0,81.94,2015-16,True
2015-16,700322,River Road Middle,665.0,410.0,61.65,2015-16,True
2015-16,440332,Riverbend Elementary,209.0,101.0,48.33,2006-07,True
2015-16,060332,Riverside Elementary,140.0,89.0,63.57,2006-07,True
2015-16,320365,Riverside High,1862.0,945.0,50.75,,True
2015-16,580368,Riverside High,559.0,204.0,36.49,,True
2015-16,580372,Riverside Middle,453.0,225.0,49.67,2005-06,True
2015-16,460332,Riverview Elementary,464.0,464.0,100.0,2001-02,True
2015-16,510378,Riverwood Elementary,831.0,172.0,20.7,,True
2015-16,510379,Riverwood Middle,1149.0,311.0,27.07,,True
2015-16,421316,Roanoke Rapids High School,906.0,427.0,47.13,,True
2015-16,422310,Roanoke Valley Early College,179.0,70.0,39.11,2009-10,True
2015-16,970368,Roaring River Elementary,261.0,116.0,44.44,2006-07,True
2015-16,630348,Robbins Elementary,463.0,406.0,87.69,2004-05,True
2015-16,380306,Robbinsville Elementary,670.0,483.0,72.09,2006-07,True
2015-16,380308,Robbinsville High,372.0,233.0,62.63,,True
2015-16,380310,Robbinsville Middle,186.0,129.0,69.35,,True
2015-16,110416,Roberson High,1525.0,567.0,37.18,,True
2015-16,340382,Robert B Glenn High School,1587.0,771.0,48.58,2014-15,True
2015-16,120370,Robert L. Patton High School,955.0,352.0,36.86,,True
2015-16,360488,Robinson Elementary,372.0,183.0,49.19,,True
2015-16,540330,Rochelle Middle,492.0,398.0,80.89,2004-05,True
2015-16,900351,Rock Rest Elementary,656.0,614.0,93.6,2007-08,True
2015-16,980364,Rock Ridge Elementary,536.0,232.0,43.28,2006-07,True
2015-16,550356,Rock Springs Elementary,709.0,181.0,25.53,,True
2015-16,260415,Rockfish Elementary,748.0,406.0,54.28,2006-07,True
2015-16,470340,Rockfish Hoke Elementary,706.0,282.0,39.94,2006-07,True
2015-16,860344,Rockford Elementary,375.0,293.0,78.13,2010-11,True
2015-16,790379,Rockingham Co Early College High,306.0,85.0,27.78,,True
2015-16,790378,Rockingham County High,1012.0,241.0,23.81,,True
2015-16,790380,Rockingham County Middle,865.0,277.0,32.02,,True
2015-16,770360,Rockingham Middle,674.0,502.0,74.48,2014-15,True
2015-16,800392,Rockwell Elementary,496.0,255.0,51.41,2006-07,True
2015-16,640361,Rocky Mount High,1246.0,852.0,68.38,,True
2015-16,640335,Rocky Mount Middle,427.0,427.0,100.0,2013-14,True
2015-16,64A000,Rocky Mount Preparatory,1222.0,912.0,74.63,2002-03,True
2015-16,710332,Rocky Point Elementary,433.0,354.0,81.76,2006-07,True
2015-16,130329,Rocky River Elementary,784.0,550.0,70.15,2006-07,True
2015-16,491318,Rocky River Elementary,614.0,159.0,25.9,,True
2015-16,900307,Rocky River Elementary,864.0,527.0,61.0,2009-10,True
2015-16,600457,Rocky River High,1684.0,616.0,36.58,,True
2015-16,580356,Rodgers Elementary,266.0,111.0,41.73,2006-07,True
2015-16,250362,Roger R Bell Elementary,314.0,210.0,66.88,2006-07,True
2015-16,320370,Rogers-Herr Middle,634.0,280.0,44.16,,True
2015-16,770364,Rohanen Middle,327.0,322.0,98.47,2010-11,True
2015-16,650364,Roland-Grise Middle,795.0,259.0,32.58,,True
2015-16,920544,Rolesville Elementary,775.0,315.0,40.65,2010-11,True
2015-16,920546,Rolesville High,1222.0,543.0,44.44,,True
2015-16,920545,Rolesville Middle,1319.0,590.0,44.73,,True
