,prc,lea,expend,fiscal_year
191,002,670,1142545.0,2015-16
192,002,680,697961.0,2015-16
193,002,681,672068.0,2015-16
194,002,690,680958.0,2015-16
195,002,700,760960.99,2015-16
196,002,710,622287.5,2015-16
197,002,720,539940.0,2015-16
198,002,730,643599.0,2015-16
199,002,740,1133293.99,2015-16
200,002,750,522856.0,2015-16
201,002,760,996342.28,2015-16
202,002,761,504818.69,2015-16
203,002,770,797874.0,2015-16
204,002,780,1175583.85,2015-16
205,002,790,959850.14,2015-16
206,002,800,1114901.96,2015-16
207,002,810,158377.0,2015-16
208,002,820,690861.63,2015-16
209,002,821,467067.69,2015-16
210,002,830,731319.0,2015-16
211,002,840,823426.0,2015-16
212,002,850,713553.0,2015-16
213,002,860,710575.0,2015-16
214,002,861,389560.0,2015-16
215,002,862,437545.26,2015-16
216,002,870,585600.18,2015-16
217,002,880,638590.5,2015-16
218,002,890,480360.61,2015-16
219,002,900,1095778.0,2015-16
220,002,910,834824.0,2015-16
221,002,920,3198200.0,2015-16
222,002,930,577479.0,2015-16
223,002,940,648811.0,2015-16
224,002,950,599358.0,2015-16
225,002,960,1107659.0,2015-16
226,002,970,839242.0,2015-16
227,002,980,861126.02,2015-16
228,002,990,638825.67,2015-16
229,002,995,545307.0,2015-16
230,003,010,5442316.68,2015-16
231,003,020,1231415.9,2015-16
232,003,030,340331.0,2015-16
233,003,040,842591.0,2015-16
234,003,050,760203.0,2015-16
235,003,060,598774.18,2015-16
236,003,070,1671008.0,2015-16
237,003,080,563954.64,2015-16
238,003,090,1127749.0,2015-16
239,003,100,3352993.0,2015-16
240,003,110,5922115.0,2015-16
241,003,111,1103308.0,2015-16
242,003,120,3311862.72,2015-16
243,003,130,8389903.0,2015-16
244,003,132,1295101.0,2015-16
245,003,140,2880510.0,2015-16
246,003,150,491846.53,2015-16
247,003,160,2016747.21,2015-16
248,003,170,674607.65,2015-16
249,003,180,3997567.0,2015-16
250,003,181,1060376.0,2015-16
251,003,182,1018140.0,2015-16
252,003,190,2027838.0,2015-16
253,003,200,787696.0,2015-16
254,003,210,518338.0,2015-16
255,003,220,319410.15,2015-16
256,003,230,3632725.97,2015-16
257,003,240,1548295.0,2015-16
258,003,241,534744.0,2015-16
259,003,250,3407618.04,2015-16
260,003,260,12143645.0,2015-16
261,003,270,942581.0,2015-16
262,003,280,1191557.0,2015-16
263,003,290,4716085.66,2015-16
264,003,291,1053512.0,2015-16
265,003,292,819463.37,2015-16
266,003,300,1951293.0,2015-16
267,003,310,2482215.0,2015-16
268,003,320,8870727.0,2015-16
269,003,330,1404369.99,2015-16
270,003,340,19272987.0,2015-16
271,003,350,2053744.0,2015-16
272,003,360,7777570.0,2015-16
273,003,370,396382.0,2015-16
274,003,380,283691.57,2015-16
275,003,390,3415187.2,2015-16
276,003,400,766790.0,2015-16
277,003,410,22900852.75,2015-16
278,003,420,688067.77,2015-16
279,003,421,696049.0,2015-16
280,003,422,257969.0,2015-16
281,003,430,4937804.0,2015-16
282,003,440,1720229.0,2015-16
283,003,450,3692582.0,2015-16
284,003,460,707018.0,2015-16
285,003,470,2040211.93,2015-16
286,003,480,179310.0,2015-16
287,003,490,6230071.0,2015-16
288,003,491,1454672.0,2015-16
289,003,500,1010532.12,2015-16
290,003,510,8316269.99,2015-16
291,003,520,267701.0,2015-16
292,003,530,2418222.0,2015-16
293,003,540,2177065.0,2015-16
294,003,550,2778854.58,2015-16
295,003,560,1289188.0,2015-16
296,003,570,593640.0,2015-16
297,003,580,809539.0,2015-16
298,003,590,1522595.0,2015-16
299,003,600,39845200.0,2015-16
300,003,610,469570.0,2015-16
301,003,620,973112.0,2015-16
302,003,630,4916786.0,2015-16
303,003,640,3793645.0,2015-16
304,003,650,10728863.0,2015-16
305,003,660,532045.0,2015-16
306,003,670,6239834.0,2015-16
307,003,680,1791878.0,2015-16
308,003,681,2898289.0,2015-16
309,003,690,308702.0,2015-16
310,003,700,1374255.75,2015-16
311,003,710,2153327.71,2015-16
312,003,720,421290.0,2015-16
313,003,730,1114311.37,2015-16
314,003,740,5650564.0,2015-16
315,003,750,536351.0,2015-16
316,003,760,4238378.28,2015-16
317,003,761,1130616.15,2015-16
318,003,770,1811100.0,2015-16
319,003,780,9026317.06,2015-16
320,003,790,3097677.31,2015-16
321,003,800,4766085.0,2015-16
322,003,810,2182740.56,2015-16
323,003,820,2050436.49,2015-16
324,003,821,743784.0,2015-16
325,003,830,1429308.0,2015-16
326,003,840,2080375.0,2015-16
327,003,850,1530798.0,2015-16
328,003,860,1983241.0,2015-16
329,003,861,296249.0,2015-16
330,003,862,407115.94,2015-16
331,003,870,482523.26,2015-16
332,003,880,1011995.87,2015-16
333,003,890,141151.01,2015-16
334,003,900,11044060.0,2015-16
335,003,910,1531954.0,2015-16
336,003,920,46487808.0,2015-16
337,003,930,550303.0,2015-16
338,003,940,385168.0,2015-16
339,003,950,1038741.44,2015-16
340,003,960,4491598.0,2015-16
341,003,970,2549315.0,2015-16
342,003,980,2951619.83,2015-16
343,003,990,1291462.31,2015-16
344,003,995,603203.0,2015-16
345,005,010,4444030.22,2015-16
346,005,020,1173499.74,2015-16
347,005,030,452239.56,2015-16
348,005,040,984582.38,2015-16
349,005,050,639238.99,2015-16
350,005,060,796584.76,2015-16
351,005,070,1592565.09,2015-16
352,005,080,750781.96,2015-16
353,005,090,1351664.86,2015-16
354,005,100,2490734.32,2015-16
355,005,110,5310966.62,2015-16
356,005,111,950948.06,2015-16
357,005,120,3090826.36,2015-16
358,005,130,5349061.62,2015-16
359,005,132,983306.86,2015-16
360,005,140,3001948.9,2015-16
361,005,150,514390.46,2015-16
362,005,160,1981796.13,2015-16
363,005,170,699817.47,2015-16
364,005,180,3334707.65,2015-16
365,005,181,1041905.19,2015-16
366,005,182,729567.51,2015-16
367,005,190,1950409.95,2015-16
368,005,200,1351987.8,2015-16
369,005,210,487773.43,2015-16
370,005,220,326603.11,2015-16
371,005,230,3464005.51,2015-16
372,005,240,1794563.04,2015-16
373,005,241,553220.91,2015-16
374,005,250,3006457.12,2015-16
375,005,260,10528796.36,2015-16
376,005,270,1048687.6,2015-16
377,005,280,1365107.78,2015-16
378,005,290,4095529.42,2015-16
379,005,291,708185.98,2015-16
380,005,292,489536.0,2015-16
381,005,300,1387947.75,2015-16
382,005,310,2079919.69,2015-16
383,005,320,6928901.07,2015-16
384,005,330,1486986.48,2015-16
385,005,340,10576008.13,2015-16
386,005,350,1914627.29,2015-16
387,005,360,6645187.17,2015-16
388,005,370,480377.77,2015-16
389,005,380,300046.89,2015-16
390,005,390,2108326.07,2015-16
391,005,400,669063.38,2015-16
392,005,410,15378835.84,2015-16
393,005,420,1045384.38,2015-16
394,005,421,526789.84,2015-16
395,005,422,384055.12,2015-16
396,005,430,3795094.66,2015-16
397,005,440,1810786.91,2015-16
398,005,450,2819712.76,2015-16
399,005,460,804513.01,2015-16
400,005,470,1735873.46,2015-16
401,005,480,258477.33,2015-16
402,005,490,4333905.18,2015-16
403,005,491,1065628.95,2015-16
404,005,500,1009918.69,2015-16
405,005,510,6055641.71,2015-16
406,005,520,528214.08,2015-16
407,005,530,1904432.24,2015-16
408,005,540,1993997.97,2015-16
409,005,550,2767234.63,2015-16
410,005,560,1096360.28,2015-16
411,005,570,630636.59,2015-16
412,005,580,1029346.99,2015-16
413,005,590,1478013.46,2015-16
414,005,600,22956105.46,2015-16
415,005,610,642873.64,2015-16
416,005,620,1200193.85,2015-16
417,005,630,2765851.97,2015-16
418,005,640,3551273.2,2015-16
419,005,650,5286220.16,2015-16
420,005,660,629626.72,2015-16
421,005,670,4754782.88,2015-16
422,005,680,1479359.39,2015-16
423,005,681,2430130.17,2015-16
424,005,690,394547.35,2015-16
425,005,700,1355863.03,2015-16
426,005,710,1893326.27,2015-16
427,005,720,413646.29,2015-16
428,005,730,1071811.63,2015-16
429,005,740,4618278.23,2015-16
430,005,750,710624.01,2015-16
431,005,760,3646583.39,2015-16
432,005,761,951935.93,2015-16
433,005,770,1898594.71,2015-16
434,005,780,5061829.94,2015-16
435,005,790,2885824.75,2015-16
436,005,800,4205006.64,2015-16
437,005,810,2073071.53,2015-16
438,005,820,2023352.66,2015-16
439,005,821,591276.93,2015-16
440,005,830,1483575.51,2015-16
441,005,840,2261060.91,2015-16
442,005,850,2023275.6,2015-16
443,005,860,2068793.33,2015-16
444,005,861,323290.43,2015-16
445,005,862,437310.43,2015-16
446,005,870,439777.84,2015-16
447,005,880,997367.68,2015-16
448,005,890,245808.85,2015-16
449,005,900,7279837.91,2015-16
450,005,910,1810069.65,2015-16
451,005,920,25625670.17,2015-16
452,005,930,788493.11,2015-16
453,005,940,513450.1,2015-16
454,005,950,1028636.02,2015-16
455,005,960,4084800.54,2015-16
456,005,970,2426427.37,2015-16
457,005,980,2855218.71,2015-16
458,005,990,1496008.93,2015-16
459,005,995,810720.98,2015-16
460,007,010,6897393.41,2015-16
461,007,020,1425655.16,2015-16
462,007,030,464884.15,2015-16
463,007,040,1108793.89,2015-16
464,007,050,1032471.22,2015-16
465,007,060,690511.98,2015-16
466,007,070,2010778.85,2015-16
467,007,080,739873.45,2015-16
468,007,090,1433344.72,2015-16
469,007,100,3786842.16,2015-16
470,007,110,7183266.28,2015-16
471,007,111,1318859.67,2015-16
472,007,120,3819823.54,2015-16
473,007,130,8975865.28,2015-16
474,007,132,1610122.51,2015-16
475,007,140,3838180.31,2015-16
476,007,150,626949.27,2015-16
477,007,160,2728653.5,2015-16
478,007,170,822292.57,2015-16
479,007,180,5145219.52,2015-16
480,007,181,1330018.36,2015-16
481,007,182,914085.78,2015-16
482,007,190,2656085.68,2015-16
483,007,200,990415.76,2015-16
484,007,210,697297.27,2015-16
485,007,220,417522.49,2015-16
486,007,230,4962162.69,2015-16
487,007,240,1807057.68,2015-16
488,007,241,792661.53,2015-16
489,007,250,4217968.06,2015-16
490,007,260,15138344.96,2015-16
491,007,270,1299949.03,2015-16
492,007,280,1715601.24,2015-16
493,007,290,5964328.26,2015-16
494,007,291,889365.33,2015-16
495,007,292,685537.81,2015-16
496,007,300,2034417.68,2015-16
497,007,310,2994272.25,2015-16
498,007,320,10116011.77,2015-16
499,007,330,1641881.87,2015-16
500,007,340,17246978.85,2015-16
501,007,350,2443862.45,2015-16
502,007,360,9280157.62,2015-16
503,007,370,560007.49,2015-16
504,007,380,382084.89,2015-16
505,007,390,2329209.97,2015-16
506,007,400,1052573.04,2015-16
507,007,410,21009372.57,2015-16
508,007,420,858073.8,2015-16
509,007,421,901851.31,2015-16
510,007,422,314188.32,2015-16
511,007,430,5938061.53,2015-16
512,007,440,2292363.17,2015-16
513,007,450,4104080.43,2015-16
514,007,460,982791.94,2015-16
515,007,470,2484905.69,2015-16
516,007,480,161225.07,2015-16
517,007,490,6250310.45,2015-16
518,007,491,1795671.32,2015-16
519,007,500,1206915.14,2015-16
520,007,510,9910468.82,2015-16
521,007,520,377841.93,2015-16
522,007,530,2939842.72,2015-16
523,007,540,2758525.88,2015-16
524,007,550,3269471.86,2015-16
525,007,560,1538881.33,2015-16
526,007,570,745486.24,2015-16
527,007,580,1038171.75,2015-16
528,007,590,1883492.04,2015-16
529,007,600,43611810.12,2015-16
530,007,610,639990.78,2015-16
531,007,620,1259451.05,2015-16
532,007,630,4145409.08,2015-16
533,007,640,4693180.39,2015-16
534,007,650,8387401.89,2015-16
535,007,660,600190.36,2015-16
536,007,670,7573152.62,2015-16
537,007,680,2336766.78,2015-16
538,007,681,3720787.12,2015-16
539,007,690,421509.86,2015-16
540,007,700,1792329.64,2015-16
541,007,710,2549308.61,2015-16
542,007,720,591155.54,2015-16
543,007,730,1316887.58,2015-16
544,007,740,6976966.31,2015-16
545,007,750,670932.44,2015-16
546,007,760,5480932.71,2015-16
547,007,761,1419986.84,2015-16
548,007,770,2283156.98,2015-16
549,007,780,6840589.51,2015-16
550,007,790,3952063.33,2015-16
551,007,800,6058749.24,2015-16
552,007,810,2587012.86,2015-16
553,007,820,2574392.89,2015-16
554,007,821,872882.25,2015-16
555,007,830,1806417.45,2015-16
556,007,840,2689733.21,2015-16
557,007,850,2020280.68,2015-16
558,007,860,2555258.33,2015-16
559,007,861,389515.01,2015-16
560,007,862,529683.71,2015-16
561,007,870,640673.35,2015-16
562,007,880,1004393.55,2015-16
563,007,890,230157.85,2015-16
564,007,900,12476787.52,2015-16
565,007,910,1972454.19,2015-16
566,007,920,48351508.73,2015-16
567,007,930,634085.25,2015-16
568,007,940,415371.43,2015-16
569,007,950,1383969.37,2015-16
570,007,960,5439453.79,2015-16
571,007,970,3210723.48,2015-16
572,007,980,3756593.17,2015-16
573,007,990,1706615.32,2015-16
574,007,995,716226.95,2015-16
575,009,010,1121202.17,2015-16
576,009,020,357005.61,2015-16
577,009,030,99449.63,2015-16
578,009,040,301931.2,2015-16
579,009,050,227128.46,2015-16
580,009,060,140034.88,2015-16
581,009,070,525574.31,2015-16
582,009,080,343424.17,2015-16
583,009,090,341383.36,2015-16
584,009,100,856657.78,2015-16
585,009,110,1523391.63,2015-16
586,009,111,239978.88,2015-16
587,009,120,847931.53,2015-16
588,009,130,1501653.55,2015-16
589,009,132,221063.25,2015-16
590,009,140,816397.67,2015-16
591,009,150,123809.92,2015-16
592,009,160,740016.22,2015-16
593,009,170,191033.68,2015-16
594,009,180,939543.16,2015-16
595,009,181,377415.38,2015-16
596,009,182,166971.59,2015-16
597,009,190,657128.25,2015-16
598,009,200,257491.83,2015-16
599,009,210,185551.89,2015-16
600,009,220,81547.38,2015-16
601,009,230,804674.87,2015-16
602,009,240,473787.9,2015-16
603,009,241,177858.46,2015-16
604,009,250,723774.22,2015-16
605,009,260,2745777.28,2015-16
606,009,270,309750.03,2015-16
607,009,280,437617.33,2015-16
608,009,290,908080.28,2015-16
609,009,291,149607.44,2015-16
610,009,292,173655.33,2015-16
611,009,300,387643.68,2015-16
612,009,310,428538.65,2015-16
613,009,320,2168973.78,2015-16
614,009,330,475931.5,2015-16
615,009,340,3476517.74,2015-16
616,009,350,689767.66,2015-16
617,009,360,1658547.75,2015-16
618,009,370,164429.08,2015-16
619,009,380,123546.57,2015-16
620,009,390,434052.05,2015-16
621,009,400,194328.79,2015-16
622,009,410,3267449.37,2015-16
623,009,420,473760.84,2015-16
624,009,421,180582.15,2015-16
625,009,422,136147.66,2015-16
626,009,430,943746.77,2015-16
627,009,440,411604.61,2015-16
628,009,450,720818.42,2015-16
629,009,460,255882.13,2015-16
630,009,470,549952.82,2015-16
631,009,480,82380.47,2015-16
632,009,490,785352.49,2015-16
633,009,491,267250.53,2015-16
634,009,500,267178.51,2015-16
635,009,510,1658962.03,2015-16
636,009,520,150844.23,2015-16
637,009,530,574875.25,2015-16
638,009,540,566936.26,2015-16
639,009,550,480410.15,2015-16
640,009,560,275088.82,2015-16
641,009,570,218987.92,2015-16
642,009,580,342117.53,2015-16
643,009,590,322368.69,2015-16
644,009,600,7755803.58,2015-16
645,009,610,270952.93,2015-16
646,009,620,324275.27,2015-16
647,009,630,829980.13,2015-16
648,009,640,919028.48,2015-16
649,009,650,1661932.24,2015-16
650,009,660,257359.07,2015-16
651,009,670,1363423.33,2015-16
652,009,680,462855.09,2015-16
653,009,681,496966.66,2015-16
654,009,690,162316.58,2015-16
655,009,700,563344.5,2015-16
656,009,710,588931.81,2015-16
657,009,720,243440.75,2015-16
658,009,730,285502.18,2015-16
659,009,740,1190537.17,2015-16
660,009,750,183149.87,2015-16
661,009,760,964588.89,2015-16
662,009,761,244286.84,2015-16
663,009,770,439066.42,2015-16
664,009,780,1311979.91,2015-16
665,009,790,861404.25,2015-16
666,009,800,1382708.44,2015-16
667,009,810,528754.24,2015-16
668,009,820,707658.96,2015-16
669,009,821,171505.09,2015-16
670,009,830,509079.48,2015-16
671,009,840,451501.76,2015-16
672,009,850,399016.34,2015-16
673,009,860,480572.16,2015-16
674,009,861,127853.89,2015-16
675,009,862,149007.49,2015-16
676,009,870,206384.5,2015-16
677,009,880,293371.31,2015-16
678,009,890,50643.07,2015-16
679,009,900,2087950.12,2015-16
680,009,910,466500.65,2015-16
681,009,920,9302879.54,2015-16
682,009,930,373202.48,2015-16
683,009,940,181671.49,2015-16
684,009,950,222395.59,2015-16
685,009,960,1215036.24,2015-16
686,009,970,640984.17,2015-16
687,009,980,796910.76,2015-16
688,009,990,331645.51,2015-16
689,009,995,160955.73,2015-16
690,010,060,117662.89,2015-16
691,010,110,4260238.0,2015-16
692,010,111,199735.0,2015-16
693,010,120,-136.43,2015-16
694,010,130,2835023.0,2015-16
695,010,132,747551.0,2015-16
696,010,140,587130.01,2015-16
697,010,160,250680.63,2015-16
698,010,180,631533.0,2015-16
699,010,250,1044104.63,2015-16
700,010,260,2625401.0,2015-16
701,010,310,565879.33,2015-16
702,010,320,3898940.0,2015-16
703,010,340,3205000.0,2015-16
704,010,350,620528.0,2015-16
705,010,360,3675833.0,2015-16
706,010,410,3000000.0,2015-16
707,010,440,360215.78,2015-16
708,010,450,947822.0,2015-16
709,010,470,73493.0,2015-16
710,010,510,2716656.45,2015-16
711,010,540,211260.0,2015-16
712,010,560,297172.0,2015-16
713,010,570,122375.0,2015-16
714,010,580,64247.0,2015-16
715,010,600,1730090.46,2015-16
716,010,650,1992561.56,2015-16
717,010,670,1000000.0,2015-16
718,010,740,1525051.0,2015-16
719,010,770,50000.0,2015-16
720,010,800,1407015.63,2015-16
721,010,820,1429921.28,2015-16
722,010,821,391045.8,2015-16
723,010,850,304164.0,2015-16
724,010,900,2420446.09,2015-16
725,010,910,618772.94,2015-16
726,010,920,19562911.0,2015-16
727,010,960,2076438.0,2015-16
728,010,970,386278.0,2015-16
729,011,010,372.46,2015-16
730,011,020,738.47,2015-16
731,011,050,290.65,2015-16
732,011,060,301.42,2015-16
733,011,070,393.99,2015-16
734,011,100,443.52,2015-16
735,011,110,1724.02,2015-16
736,011,130,204.53,2015-16
737,011,140,332.64,2015-16
738,011,180,307.88,2015-16
739,011,190,627.6,2015-16
740,011,230,393.99,2015-16
741,011,280,1341.86,2015-16
742,011,290,172.24,2015-16
743,011,291,43.06,2015-16
744,011,320,1372.72,2015-16
745,011,330,172.24,2015-16
746,011,340,807.4,2015-16
747,011,360,799.84,2015-16
748,011,410,455.36,2015-16
749,011,430,197.0,2015-16
750,011,440,4596.66,2015-16
751,011,450,720.18,2015-16
752,011,490,627.6,2015-16
753,011,510,86.12,2015-16
754,011,540,344.48,2015-16
755,011,550,129.18,2015-16
756,011,600,3158.9,2015-16
757,011,630,713.72,2015-16
758,011,650,1988.2,2015-16
759,011,670,430.6,2015-16
760,011,680,834.26,2015-16
761,011,730,738.48,2015-16
762,011,790,286.3,2015-16
763,011,810,55.44,2015-16
764,011,860,86.12,2015-16
765,011,900,197.0,2015-16
766,011,920,6335.85,2015-16
767,011,950,332.64,2015-16
768,011,960,627.6,2015-16
769,011,980,110.88,2015-16
770,011,995,484.45,2015-16
771,012,010,334707.0,2015-16
772,012,020,75045.0,2015-16
773,012,030,25241.0,2015-16
774,012,040,58613.0,2015-16
775,012,050,46924.0,2015-16
776,012,060,33880.0,2015-16
777,012,070,103991.05,2015-16
778,012,080,44214.0,2015-16
779,012,090,75215.0,2015-16
780,012,100,178957.61,2015-16
781,012,110,430282.0,2015-16
782,012,111,76739.0,2015-16
783,012,120,194135.0,2015-16
784,012,130,515322.0,2015-16
785,012,132,82499.0,2015-16
786,012,140,183124.0,2015-16
787,012,150,27410.0,2015-16
788,012,160,137010.0,2015-16
789,012,170,42351.0,2015-16
790,012,180,243939.0,2015-16
791,012,181,72165.0,2015-16
792,012,182,49635.0,2015-16
793,012,190,144331.0,2015-16
794,012,200,52684.0,2015-16
795,012,210,24334.36,2015-16
796,012,220,15584.7,2015-16
797,012,230,223442.0,2015-16
798,012,240,105199.0,2015-16
799,012,241,35405.0,2015-16
800,012,250,211414.0,2015-16
801,012,260,804490.92,2015-16
802,012,270,60138.0,2015-16
803,012,280,69624.0,2015-16
804,012,290,312886.0,2015-16
805,012,291,49465.0,2015-16
806,012,292,31451.25,2015-16
807,012,300,81853.99,2015-16
808,012,310,154156.0,2015-16
809,012,320,638647.0,2015-16
810,012,330,109942.0,2015-16
811,012,340,870219.0,2015-16
812,012,350,139574.24,2015-16
813,012,360,524639.0,2015-16
814,012,370,22869.0,2015-16
815,012,380,14384.4,2015-16
816,012,390,149074.01,2015-16
817,012,400,48788.0,2015-16
818,012,410,988298.36,2015-16
819,012,420,44044.74,2015-16
820,012,421,47602.0,2015-16
821,012,422,23716.0,2015-16
822,012,430,345919.0,2015-16
823,012,440,111467.0,2015-16
824,012,450,205993.0,2015-16
825,012,460,45061.0,2015-16
826,012,470,129254.0,2015-16
827,012,480,11689.0,2015-16
828,012,490,385390.0,2015-16
829,012,491,102150.0,2015-16
830,012,500,59968.0,2015-16
831,012,510,511418.37,2015-16
832,012,520,14230.0,2015-16
833,012,530,153309.0,2015-16
834,012,540,155681.0,2015-16
835,012,550,182977.87,2015-16
836,012,560,70492.02,2015-16
837,012,570,39471.0,2015-16
838,012,580,58274.0,2015-16
839,012,590,93341.0,2015-16
840,012,600,2629293.0,2015-16
841,012,610,35744.0,2015-16
842,012,620,60477.0,2015-16
843,012,630,197015.0,2015-16
844,012,640,262912.0,2015-16
845,012,650,348757.28,2015-16
846,012,660,56576.79,2015-16
847,012,670,213789.0,2015-16
848,012,680,124511.0,2015-16
