,prc,lea,expend,allotment,fiscal_year
629,009,460,243435.49,0.0,2016-17
630,009,470,619408.74,0.0,2016-17
631,009,480,118872.07,0.0,2016-17
632,009,490,845241.13,0.0,2016-17
633,009,491,331454.41,0.0,2016-17
634,009,500,284958.32,0.0,2016-17
635,009,510,1644721.24,0.0,2016-17
636,009,520,159563.76,0.0,2016-17
637,009,530,501919.89,0.0,2016-17
638,009,540,665468.95,0.0,2016-17
639,009,550,756090.42,0.0,2016-17
640,009,560,280923.39,0.0,2016-17
641,009,570,207151.67,0.0,2016-17
642,009,580,247171.83,0.0,2016-17
643,009,590,444996.26,0.0,2016-17
644,009,600,6830625.08,0.0,2016-17
645,009,610,186432.76,0.0,2016-17
646,009,620,238086.74,0.0,2016-17
647,009,630,728348.86,0.0,2016-17
648,009,640,989953.93,0.0,2016-17
649,009,650,1918952.01,0.0,2016-17
650,009,660,305318.33,0.0,2016-17
651,009,670,1171318.77,0.0,2016-17
652,009,680,553982.28,0.0,2016-17
653,009,681,402908.19,0.0,2016-17
654,009,690,139037.83,0.0,2016-17
655,009,700,521092.32,0.0,2016-17
656,009,710,419107.13,0.0,2016-17
657,009,720,174074.25,0.0,2016-17
658,009,730,393266.97,0.0,2016-17
659,009,740,1402934.73,0.0,2016-17
660,009,750,180855.04,0.0,2016-17
661,009,760,933291.76,0.0,2016-17
662,009,761,313344.94,0.0,2016-17
663,009,770,633735.55,0.0,2016-17
664,009,780,1608611.58,0.0,2016-17
665,009,790,1012640.75,0.0,2016-17
666,009,800,1309853.46,0.0,2016-17
667,009,810,586641.41,0.0,2016-17
668,009,820,593292.03,0.0,2016-17
669,009,821,149955.76,0.0,2016-17
670,009,830,509005.03,0.0,2016-17
671,009,840,525401.89,0.0,2016-17
672,009,850,449087.3,0.0,2016-17
673,009,860,549542.9,0.0,2016-17
674,009,861,94898.34,0.0,2016-17
675,009,862,124571.17,0.0,2016-17
676,009,870,169732.93,0.0,2016-17
677,009,880,236337.36,0.0,2016-17
678,009,890,67853.13,0.0,2016-17
679,009,900,1913464.44,0.0,2016-17
680,009,910,666159.29,0.0,2016-17
681,009,920,8373546.75,0.0,2016-17
682,009,930,257565.44,0.0,2016-17
683,009,940,173081.7,0.0,2016-17
684,009,950,346387.46,0.0,2016-17
685,009,960,1116296.23,0.0,2016-17
686,009,970,645462.49,0.0,2016-17
687,009,980,739450.05,0.0,2016-17
688,009,990,406661.66,0.0,2016-17
689,009,995,176997.61,0.0,2016-17
690,010,060,126329.0,126329.0,2016-17
691,010,110,4673294.0,4673294.0,2016-17
692,010,111,176191.0,176191.0,2016-17
693,010,130,3851652.0,3854027.0,2016-17
694,010,132,727911.0,727911.0,2016-17
695,010,140,603832.0,603832.0,2016-17
696,010,160,279456.73,279357.0,2016-17
697,010,180,663832.0,663832.0,2016-17
698,010,250,1022152.12,1022157.0,2016-17
699,010,260,2639788.84,2639789.0,2016-17
700,010,290,1012717.55,1012717.0,2016-17
701,010,300,98601.0,98601.0,2016-17
702,010,310,397876.88,399219.0,2016-17
703,010,320,-123.98,0.0,2016-17
704,010,340,1200000.0,1200000.0,2016-17
705,010,350,16601.08,0.0,2016-17
706,010,360,7509500.0,7509500.0,2016-17
707,010,440,394006.0,394006.0,2016-17
708,010,450,790275.0,790275.0,2016-17
709,010,470,1048798.48,1044211.0,2016-17
710,010,510,2889427.75,2906204.0,2016-17
711,010,540,521090.0,521090.0,2016-17
712,010,560,138014.0,138014.0,2016-17
713,010,570,131758.01,131758.0,2016-17
714,010,600,10745494.63,10745413.0,2016-17
715,010,650,1610087.0,1610087.0,2016-17
716,010,670,1400000.0,1400000.0,2016-17
717,010,680,674269.0,674269.0,2016-17
718,010,730,762.57,0.0,2016-17
719,010,740,1653921.0,1653921.0,2016-17
720,010,770,50000.0,50000.0,2016-17
721,010,800,1619539.81,1617696.0,2016-17
722,010,820,1248413.0,1248413.0,2016-17
723,010,821,401268.94,401295.0,2016-17
724,010,850,400000.0,400000.0,2016-17
725,010,862,96856.64,96900.0,2016-17
726,010,900,2785944.0,2785944.0,2016-17
727,010,920,39596935.0,39596935.0,2016-17
728,010,960,2152760.0,2152760.0,2016-17
729,010,970,455343.74,455344.0,2016-17
730,011,010,1030.98,0.0,2016-17
731,011,020,227.68,0.0,2016-17
732,011,050,498.41,0.0,2016-17
733,011,060,172.24,0.0,2016-17
734,011,090,258.36,0.0,2016-17
735,011,100,2167.0,0.0,2016-17
736,011,110,3429.74,0.0,2016-17
737,011,120,1612.6,0.0,2016-17
738,011,130,3848.5,0.0,2016-17
739,011,140,1354.24,0.0,2016-17
740,011,160,1034.48,0.0,2016-17
741,011,180,1945.23,0.0,2016-17
742,011,182,486.04,0.0,2016-17
743,011,190,781.54,0.0,2016-17
744,011,210,1119.56,0.0,2016-17
745,011,230,387.54,0.0,2016-17
746,011,240,1268.12,0.0,2016-17
747,011,250,613.6,0.0,2016-17
748,011,280,2647.12,0.0,2016-17
749,011,290,172.24,0.0,2016-17
750,011,291,737.73,0.0,2016-17
751,011,310,726.64,0.0,2016-17
752,011,320,898.88,0.0,2016-17
753,011,330,197.0,0.0,2016-17
754,011,340,3492.69,0.0,2016-17
755,011,360,2178.84,0.0,2016-17
756,011,370,418.76,0.0,2016-17
757,011,390,353.08,0.0,2016-17
758,011,400,941.94,0.0,2016-17
759,011,410,1877.96,0.0,2016-17
760,011,430,695.42,0.0,2016-17
761,011,440,7115.65,0.0,2016-17
762,011,450,3226.82,0.0,2016-17
763,011,470,258.36,0.0,2016-17
764,011,490,2339.23,0.0,2016-17
765,011,491,812.75,0.0,2016-17
766,011,510,1975.17,0.0,2016-17
767,011,530,455.36,0.0,2016-17
768,011,540,541.48,0.0,2016-17
769,011,550,1224.51,0.0,2016-17
770,011,590,1426.37,0.0,2016-17
771,011,600,14142.21,0.0,2016-17
772,011,620,258.36,0.0,2016-17
773,011,630,799.84,0.0,2016-17
774,011,650,3896.73,0.0,2016-17
775,011,670,1316.56,0.0,2016-17
776,011,680,1928.09,0.0,2016-17
777,011,681,921.44,0.0,2016-17
778,011,700,1501.72,0.0,2016-17
779,011,710,418.76,0.0,2016-17
780,011,730,652.35,0.0,2016-17
781,011,761,430.6,0.0,2016-17
782,011,770,110.88,0.0,2016-17
783,011,790,1021.6,0.0,2016-17
784,011,800,701.87,0.0,2016-17
785,011,810,3051.88,0.0,2016-17
786,011,860,775.08,0.0,2016-17
787,011,862,516.72,0.0,2016-17
788,011,900,2901.72,0.0,2016-17
789,011,920,32208.2,0.0,2016-17
790,011,950,394.0,0.0,2016-17
791,011,970,480.12,0.0,2016-17
792,012,010,380658.44,381656.0,2016-17
793,012,020,76960.0,76960.0,2016-17
794,012,030,28767.29,30123.0,2016-17
795,012,040,68021.0,68021.0,2016-17
796,012,050,51890.0,51890.0,2016-17
797,012,060,40229.0,40229.0,2016-17
798,012,070,123814.96,144204.0,2016-17
799,012,080,56554.0,56554.0,2016-17
800,012,090,90560.0,90564.0,2016-17
801,012,100,232983.4,233602.0,2016-17
802,012,110,481197.0,481197.0,2016-17
803,012,111,77349.0,77349.0,2016-17
804,012,120,210086.0,210086.0,2016-17
805,012,130,583616.0,583616.0,2016-17
806,012,132,96978.0,96978.0,2016-17
807,012,140,196094.0,196094.0,2016-17
808,012,150,29346.0,29346.0,2016-17
809,012,160,97894.73,128878.0,2016-17
810,012,170,56418.02,54222.0,2016-17
811,012,180,287630.0,287630.0,2016-17
812,012,181,78126.0,78126.0,2016-17
813,012,182,62579.0,62579.0,2016-17
814,012,190,144123.97,174133.0,2016-17
815,012,200,64911.0,64911.0,2016-17
816,012,210,22035.0,35565.0,2016-17
817,012,220,21554.46,21961.0,2016-17
818,012,230,259450.0,259450.0,2016-17
819,012,240,120104.74,120105.0,2016-17
820,012,241,24130.0,40618.0,2016-17
821,012,250,235811.32,239821.0,2016-17
822,012,260,946635.98,946652.0,2016-17
823,012,270,65494.0,65494.0,2016-17
824,012,280,77932.0,77932.0,2016-17
825,012,290,361286.0,361286.0,2016-17
826,012,291,58109.0,58109.0,2016-17
827,012,292,27388.56,42367.0,2016-17
828,012,300,105918.0,105918.0,2016-17
829,012,310,172383.0,172383.0,2016-17
830,012,320,746477.0,746477.0,2016-17
831,012,330,122503.38,127490.0,2016-17
832,012,340,1004372.0,1004372.0,2016-17
833,012,350,149812.98,152949.0,2016-17
834,012,360,496594.0,617821.0,2016-17
835,012,370,27986.0,27986.0,2016-17
836,012,380,20389.81,20406.0,2016-17
837,012,390,183461.0,183461.0,2016-17
838,012,400,54611.0,54611.0,2016-17
839,012,410,1340269.64,1365658.0,2016-17
840,012,420,49240.04,53250.0,2016-17
841,012,421,54192.0,54222.0,2016-17
842,012,422,29735.0,29735.0,2016-17
843,012,430,349626.0,349626.0,2016-17
844,012,440,130749.12,130988.0,2016-17
845,012,450,239627.0,239627.0,2016-17
846,012,460,53832.91,53833.0,2016-17
847,012,470,149257.0,149257.0,2016-17
848,012,480,11078.0,11078.0,2016-17
849,012,490,429112.0,429112.0,2016-17
850,012,491,96006.0,96006.0,2016-17
851,012,500,61024.0,61024.0,2016-17
852,012,510,598386.0,598386.0,2016-17
853,012,520,13363.26,13410.0,2016-17
854,012,530,168302.0,168302.0,2016-17
855,012,540,174321.82,174327.0,2016-17
856,012,550,213152.92,227383.0,2016-17
857,012,560,78321.0,78321.0,2016-17
858,012,570,44116.0,44116.0,2016-17
859,012,580,68992.0,68992.0,2016-17
860,012,590,103197.0,103197.0,2016-17
861,012,600,2980561.6,2981243.0,2016-17
862,012,610,34205.0,34205.0,2016-17
863,012,620,71130.0,71130.0,2016-17
864,012,630,221358.0,221358.0,2016-17
865,012,640,302356.16,302400.0,2016-17
866,012,650,490880.18,507628.0,2016-17
867,012,660,53800.46,53833.0,2016-17
868,012,670,371276.2,412788.0,2016-17
869,012,680,152949.0,152949.0,2016-17
870,012,681,199203.0,199203.0,2016-17
871,012,690,34788.0,34788.0,2016-17
872,012,700,106695.0,106695.0,2016-17
873,012,710,158196.0,158196.0,2016-17
874,012,720,20320.0,20320.0,2016-17
875,012,730,101253.0,101253.0,2016-17
876,012,740,442134.0,442134.0,2016-17
877,012,750,36731.0,36731.0,2016-17
878,012,760,328635.71,328636.0,2016-17
879,012,761,63803.0,76960.0,2016-17
880,012,770,122435.5,122437.0,2016-17
881,012,780,399182.77,399183.0,2016-17
882,012,790,247206.0,247206.0,2016-17
883,012,800,337188.0,337188.0,2016-17
884,012,810,170829.0,170829.0,2016-17
885,012,820,159945.0,159945.0,2016-17
886,012,821,35560.0,58303.0,2016-17
887,012,830,103391.0,103391.0,2016-17
888,012,840,179574.0,179574.0,2016-17
889,012,850,101448.0,101448.0,2016-17
890,012,860,130987.14,130988.0,2016-17
891,012,861,18851.0,18851.0,2016-17
892,012,862,39839.36,39841.0,2016-17
893,012,870,38750.3,50141.0,2016-17
894,012,880,67632.0,67632.0,2016-17
895,012,890,4595.0,8162.0,2016-17
896,012,900,810999.0,810999.0,2016-17
897,012,910,100669.52,141483.0,2016-17
898,012,920,2938070.1,3041684.0,2016-17
899,012,930,38361.59,38480.0,2016-17
900,012,940,28273.77,34788.0,2016-17
901,012,950,63031.0,67438.0,2016-17
902,012,960,313003.93,325916.0,2016-17
903,012,970,171800.0,171800.0,2016-17
904,012,980,232060.25,251093.0,2016-17
905,012,990,95034.0,95034.0,2016-17
906,012,995,45088.0,45088.0,2016-17
907,013,010,6535043.68,6594110.0,2016-17
908,013,020,1653088.46,1709908.0,2016-17
909,013,030,719758.7,722331.0,2016-17
910,013,040,1050833.32,1032743.0,2016-17
911,013,050,997816.78,1007974.0,2016-17
912,013,060,892164.94,922202.0,2016-17
913,013,070,2268472.17,2326533.0,2016-17
914,013,080,875662.9,884454.0,2016-17
915,013,090,1632362.29,1679204.0,2016-17
916,013,100,3572474.23,3658865.0,2016-17
917,013,110,7113180.54,7278991.0,2016-17
918,013,111,1197275.99,1203360.0,2016-17
919,013,120,3703146.04,3732428.0,2016-17
920,013,130,8571293.1,8731074.0,2016-17
921,013,132,1593753.58,1600298.0,2016-17
922,013,140,3779602.71,3843732.0,2016-17
923,013,150,796643.23,842676.0,2016-17
924,013,160,2539014.78,2518605.0,2016-17
925,013,170,969558.06,1021414.0,2016-17
926,013,180,5196284.69,5278840.0,2016-17
927,013,181,1308519.82,1390093.0,2016-17
928,013,182,1171716.45,1181760.0,2016-17
929,013,190,2627865.55,2624526.0,2016-17
930,013,200,1333149.04,1367093.0,2016-17
931,013,210,707828.61,716653.0,2016-17
932,013,220,526547.94,589636.0,2016-17
933,013,230,4620850.24,4574171.0,2016-17
934,013,240,2106706.33,2194407.0,2016-17
935,013,241,952997.22,974075.0,2016-17
936,013,250,3993426.56,4036702.0,2016-17
937,013,260,13815937.35,14004726.0,2016-17
938,013,270,1306036.72,1390468.0,2016-17
939,013,280,1519040.03,1785649.0,2016-17
940,013,290,6041837.5,6061454.0,2016-17
941,013,291,1050605.81,1090348.0,2016-17
942,013,292,868110.46,950192.0,2016-17
943,013,300,2018016.64,2002558.0,2016-17
944,013,310,2872075.38,2819062.0,2016-17
945,013,320,8362799.42,8594021.0,2016-17
946,013,330,1905592.37,1957504.0,2016-17
947,013,340,14162330.61,14610633.0,2016-17
948,013,350,2704653.31,2770064.0,2016-17
949,013,360,9029294.94,9344990.0,2016-17
950,013,370,730383.44,781134.0,2016-17
951,013,380,630379.02,675976.0,2016-17
952,013,390,2425118.82,2525786.0,2016-17
953,013,400,1208259.64,1220674.0,2016-17
954,013,410,20482998.44,20907126.0,2016-17
955,013,420,952752.81,958054.0,2016-17
956,013,421,1068362.24,1069064.0,2016-17
957,013,422,537485.31,545835.0,2016-17
958,013,430,5464688.92,5576239.0,2016-17
959,013,440,2291767.21,2277635.0,2016-17
960,013,450,3820226.55,3810757.0,2016-17
961,013,460,893262.24,826797.0,2016-17
962,013,470,2380780.96,2414205.0,2016-17
963,013,480,459786.28,486150.0,2016-17
964,013,490,6052795.14,6255504.0,2016-17
965,013,491,1725303.74,1766680.0,2016-17
966,013,500,1363334.23,1399786.0,2016-17
967,013,510,8912320.65,8940977.0,2016-17
968,013,520,559832.39,617043.0,2016-17
969,013,530,2972903.67,3007508.0,2016-17
970,013,540,2664065.39,2669450.0,2016-17
971,013,550,3337571.59,3429841.0,2016-17
972,013,560,1428043.89,1437214.0,2016-17
973,013,570,1125446.13,1092214.0,2016-17
974,013,580,1072965.24,1098761.0,2016-17
975,013,590,1858810.97,1855455.0,2016-17
976,013,600,33820020.39,34918939.0,2016-17
977,013,610,851760.78,851676.0,2016-17
978,013,620,1349058.72,1361666.0,2016-17
979,013,630,3811169.77,3843634.0,2016-17
980,013,640,4560705.83,4670409.0,2016-17
981,013,650,6831725.58,6853919.0,2016-17
982,013,660,642074.12,622287.0,2016-17
983,013,670,6354469.23,6510582.0,2016-17
984,013,680,2529619.44,2507749.0,2016-17
985,013,681,2654947.66,2887258.0,2016-17
986,013,690,675085.72,701592.0,2016-17
987,013,700,1812333.29,1831658.0,2016-17
988,013,710,2890221.58,2893752.0,2016-17
989,013,720,722553.51,727056.0,2016-17
990,013,730,1461359.01,1449574.0,2016-17
991,013,740,6630663.45,6784037.0,2016-17
992,013,750,918114.77,925665.0,2016-17
993,013,760,5072436.9,5078214.0,2016-17
994,013,761,1413474.8,1447221.0,2016-17
995,013,770,2278083.78,2304815.0,2016-17
996,013,780,6522787.34,6423208.0,2016-17
997,013,790,3911369.58,4005422.0,2016-17
998,013,800,5229608.13,5350685.0,2016-17
999,013,810,2643790.51,2662833.0,2016-17
1000,013,820,2505213.83,2518647.0,2016-17
1001,013,821,1013656.08,1056919.0,2016-17
1002,013,830,1927852.35,1961704.0,2016-17
1003,013,840,2641177.53,2640256.0,2016-17
1004,013,850,2284412.21,2301254.0,2016-17
1005,013,860,2598632.28,2671943.0,2016-17
1006,013,861,608333.37,608970.0,2016-17
1007,013,862,753455.24,775554.0,2016-17
1008,013,870,713528.47,768876.0,2016-17
1009,013,880,1358431.13,1324744.0,2016-17
1010,013,890,289366.97,282253.0,2016-17
1011,013,900,10957584.02,11161905.0,2016-17
1012,013,910,1784028.94,1804326.0,2016-17
1013,013,920,42039025.75,42663396.0,2016-17
1014,013,930,730243.17,633798.0,2016-17
1015,013,940,709497.96,700164.0,2016-17
1016,013,950,1343347.67,1323081.0,2016-17
1017,013,960,5637464.47,5661455.0,2016-17
1018,013,970,3040863.66,3407931.0,2016-17
1019,013,980,3650679.13,3600622.0,2016-17
1020,013,990,1896434.2,1922510.0,2016-17
1021,013,995,929868.75,920233.0,2016-17
1022,014,010,550410.0,550410.0,2016-17
1023,014,020,88321.0,88321.0,2016-17
1024,014,030,31701.0,31701.0,2016-17
1025,014,040,275996.0,275996.0,2016-17
1026,014,050,215015.0,215015.0,2016-17
1027,014,060,37210.0,37210.0,2016-17
1028,014,070,120175.0,120175.0,2016-17
1029,014,080,122665.24,123072.0,2016-17
1030,014,090,72988.0,72988.0,2016-17
1031,014,100,530002.0,530002.0,2016-17
1032,014,110,340064.0,340064.0,2016-17
1033,014,111,314673.0,314673.0,2016-17
1034,014,120,467792.75,468017.0,2016-17
1035,014,130,826981.0,826981.0,2016-17
1036,014,132,161193.0,161193.0,2016-17
1037,014,140,357338.53,357512.0,2016-17
1038,014,150,40246.16,40247.0,2016-17
1039,014,160,341468.0,341468.0,2016-17
1040,014,170,90212.0,90212.0,2016-17
1041,014,180,297580.46,297438.0,2016-17
1042,014,181,111114.0,111114.0,2016-17
1043,014,182,134394.0,134394.0,2016-17
1044,014,190,209285.0,209285.0,2016-17
1045,014,200,81116.17,81475.0,2016-17
1046,014,210,129568.82,129570.0,2016-17
1047,014,220,122269.1,122148.0,2016-17
1048,014,230,340358.0,340358.0,2016-17
1049,014,240,94317.17,94839.0,2016-17
1050,014,241,52748.34,54501.0,2016-17
1051,014,250,242754.24,242775.0,2016-17
1052,014,260,814699.29,814732.0,2016-17
1053,014,270,220098.0,220098.0,2016-17
1054,014,280,70754.0,70754.0,2016-17
1055,014,290,281601.0,281601.0,2016-17
1056,014,291,118585.0,118585.0,2016-17
1057,014,292,39284.04,39083.0,2016-17
1058,014,300,111600.0,111600.0,2016-17
1059,014,310,132856.99,133436.0,2016-17
1060,014,320,1177118.0,1177118.0,2016-17
1061,014,330,140323.0,140323.0,2016-17
1062,014,340,1791632.0,1791632.0,2016-17
1063,014,350,121388.54,122426.0,2016-17
1064,014,360,583268.0,583268.0,2016-17
1065,014,370,57591.0,57591.0,2016-17
1066,014,380,55465.58,58067.0,2016-17
1067,014,390,118008.0,118008.0,2016-17
1068,014,400,53159.0,53159.0,2016-17
1069,014,410,1179665.0,1179665.0,2016-17
1070,014,420,88085.77,95404.0,2016-17
1071,014,421,171561.0,171561.0,2016-17
1072,014,422,144057.0,144057.0,2016-17
1073,014,430,388247.0,388247.0,2016-17
1074,014,440,111372.0,111372.0,2016-17
1075,014,450,384470.0,384470.0,2016-17
1076,014,460,225775.0,225775.0,2016-17
1077,014,470,237185.0,237185.0,2016-17
1078,014,480,17905.0,17905.0,2016-17
1079,014,490,688403.0,688403.0,2016-17
1080,014,491,380823.0,380823.0,2016-17
1081,014,500,60123.0,60123.0,2016-17
1082,014,510,1221928.27,1244572.0,2016-17
1083,014,520,29384.7,29449.0,2016-17
1084,014,530,138509.0,138509.0,2016-17
1085,014,540,266257.0,266257.0,2016-17
1086,014,550,285278.99,285279.0,2016-17
1087,014,560,165346.0,165346.0,2016-17
1088,014,570,45378.0,45378.0,2016-17
1089,014,580,136570.0,136570.0,2016-17
1090,014,590,304771.0,304771.0,2016-17
1091,014,600,5781103.0,5781103.0,2016-17
1092,014,610,124074.0,124074.0,2016-17
1093,014,620,193530.0,193530.0,2016-17
1094,014,630,278679.6,290392.0,2016-17
1095,014,640,212285.0,212285.0,2016-17
1096,014,650,883245.0,883245.0,2016-17
1097,014,660,134855.0,134855.0,2016-17
1098,014,670,542418.0,542418.0,2016-17
1099,014,680,193021.0,193021.0,2016-17
1100,014,681,1004395.96,1032406.0,2016-17
1101,014,690,51059.0,51059.0,2016-17
1102,014,700,101559.0,101559.0,2016-17
1103,014,710,173421.0,173421.0,2016-17
1104,014,720,121930.0,121930.0,2016-17
1105,014,730,201685.0,201685.0,2016-17
1106,014,740,318214.93,318340.0,2016-17
1107,014,750,60838.0,60838.0,2016-17
1108,014,760,452559.34,460210.0,2016-17
1109,014,761,193951.04,204345.0,2016-17
1110,014,770,105312.0,105312.0,2016-17
1111,014,780,303736.27,303738.0,2016-17
1112,014,790,298093.55,298553.0,2016-17
1113,014,800,552311.91,553370.0,2016-17
1114,014,810,190866.47,190080.0,2016-17
1115,014,820,206755.99,206943.0,2016-17
1116,014,821,146326.97,146348.0,2016-17
1117,014,830,97332.0,97332.0,2016-17
1118,014,840,120049.0,121489.0,2016-17
1119,014,850,96831.0,96831.0,2016-17
1120,014,860,259503.6,260091.0,2016-17
1121,014,861,81317.0,81317.0,2016-17
1122,014,862,57735.7,60009.0,2016-17
1123,014,870,101294.5,101298.0,2016-17
1124,014,880,60364.0,60364.0,2016-17
1125,014,890,164107.84,165420.0,2016-17
1126,014,900,1605979.0,1605979.0,2016-17
1127,014,910,207126.0,207126.0,2016-17
1128,014,920,2610112.21,2672529.0,2016-17
1129,014,930,287509.2,290168.0,2016-17
1130,014,940,49110.0,49110.0,2016-17
1131,014,950,116359.99,116360.0,2016-17
1132,014,960,251905.65,251960.0,2016-17
1133,014,970,231887.17,231887.0,2016-17
1134,014,980,148869.22,167179.0,2016-17
1135,014,990,84960.99,84961.0,2016-17
1136,014,995,59567.8,59164.0,2016-17
1137,015,010,356845.65,693858.0,2016-17
1138,015,020,237136.86,272147.0,2016-17
1139,015,030,42815.0,42815.0,2016-17
1140,015,040,92646.57,262661.0,2016-17
1141,015,050,18248.36,219341.0,2016-17
1142,015,060,39035.16,66956.0,2016-17
1143,015,070,148168.2,220820.0,2016-17
1144,015,080,22484.06,109830.0,2016-17
1145,015,090,67921.68,169379.0,2016-17
1146,015,100,395558.62,498148.0,2016-17
1147,015,110,599686.79,766516.0,2016-17
1148,015,111,141644.83,246349.0,2016-17
1149,015,120,437677.14,606916.0,2016-17
1150,015,130,972744.0,972744.0,2016-17
1151,015,132,162490.0,162557.0,2016-17
1152,015,140,368135.0,368135.0,2016-17
1153,015,150,75623.29,81463.0,2016-17
1154,015,160,122975.11,297845.0,2016-17
1155,015,170,63434.07,91849.0,2016-17
1156,015,180,390208.27,606874.0,2016-17
1157,015,181,132225.04,143180.0,2016-17
1158,015,182,94940.0,94940.0,2016-17
1159,015,190,262822.0,262822.0,2016-17
1160,015,200,91260.98,107280.0,2016-17
1161,015,210,62652.99,65770.0,2016-17
1162,015,220,40582.64,40648.0,2016-17
1163,015,230,190453.41,457911.0,2016-17
1164,015,240,157311.12,195793.0,2016-17
1165,015,241,23795.76,72790.0,2016-17
1166,015,250,449620.86,564438.0,2016-17
1167,015,260,1547622.73,1560560.0,2016-17
1168,015,270,122484.0,122484.0,2016-17
1169,015,280,153722.0,153722.0,2016-17
1170,015,290,572976.03,612583.0,2016-17
1171,015,291,93461.0,93461.0,2016-17
1172,015,292,25156.06,107061.0,2016-17
1173,015,300,192697.0,192697.0,2016-17
1174,015,310,299246.0,299246.0,2016-17
1175,015,320,381608.06,1102093.0,2016-17
1176,015,330,104523.9,529121.0,2016-17
1177,015,340,999154.09,1662377.0,2016-17
1178,015,350,103930.06,276615.0,2016-17
1179,015,360,962094.0,962094.0,2016-17
1180,015,370,49706.01,49706.0,2016-17
1181,015,380,46440.43,46646.0,2016-17
1182,015,390,243212.0,243212.0,2016-17
1183,015,400,45630.88,96932.0,2016-17
1184,015,410,2078719.54,2220725.0,2016-17
1185,015,420,81358.18,83696.0,2016-17
1186,015,421,87557.0,87571.0,2016-17
1187,015,422,27381.17,27534.0,2016-17
1188,015,430,627640.19,674379.0,2016-17
1189,015,440,145003.21,281808.0,2016-17
1190,015,450,81916.58,736050.0,2016-17
1191,015,460,0.0,108287.0,2016-17
1192,015,470,259406.0,259410.0,2016-17
1193,015,480,0.0,31194.0,2016-17
1194,015,490,629806.0,629806.0,2016-17
1195,015,491,150750.73,193504.0,2016-17
1196,015,500,115389.13,118774.0,2016-17
1197,015,510,947470.95,1594318.0,2016-17
1198,015,520,17956.75,42109.0,2016-17
1199,015,530,307194.0,307194.0,2016-17
1200,015,540,258127.21,276686.0,2016-17
1201,015,550,343589.28,351408.0,2016-17
1202,015,560,133795.0,133795.0,2016-17
1203,015,570,43418.81,74228.0,2016-17
1204,015,580,116193.71,211466.0,2016-17
1205,015,590,190071.0,190071.0,2016-17
1206,015,600,4580063.93,7347450.0,2016-17
1207,015,610,22385.0,58108.0,2016-17
1208,015,620,122111.0,122111.0,2016-17
1209,015,630,391043.0,391043.0,2016-17
1210,015,640,477278.0,477278.0,2016-17
1211,015,650,813441.2,891553.0,2016-17
1212,015,660,54015.74,57083.0,2016-17
1213,015,670,565903.13,1209095.0,2016-17
1214,015,680,81513.18,231731.0,2016-17
1215,015,681,371469.71,375147.0,2016-17
1216,015,690,39957.0,39957.0,2016-17
1217,015,700,2375.94,236299.0,2016-17
1218,015,710,346491.3,349385.0,2016-17
1219,015,720,42975.43,83852.0,2016-17
1220,015,730,112056.6,204130.0,2016-17
1221,015,740,409924.1,1203273.0,2016-17
1222,015,750,150928.0,150928.0,2016-17
1223,015,760,539405.69,548209.0,2016-17
1224,015,761,118269.08,159106.0,2016-17
1225,015,770,172144.46,260405.0,2016-17
1226,015,780,753938.61,803947.0,2016-17
1227,015,790,254390.89,603440.0,2016-17
1228,015,800,0.0,1122146.0,2016-17
1229,015,810,198854.79,313944.0,2016-17
1230,015,820,257006.0,257006.0,2016-17
1231,015,821,111985.77,212818.0,2016-17
1232,015,830,178854.0,178854.0,2016-17
1233,015,840,261938.0,261938.0,2016-17
1234,015,850,360778.0,360778.0,2016-17
1235,015,860,176572.89,249703.0,2016-17
1236,015,861,36567.0,36567.0,2016-17
1237,015,862,29012.4,56787.0,2016-17
1238,015,870,56887.9,59654.0,2016-17
1239,015,880,121890.82,122050.0,2016-17
1240,015,890,3077.45,18282.0,2016-17
1241,015,900,138729.47,1288976.0,2016-17
1242,015,910,224689.45,341725.0,2016-17
1243,015,920,3570410.19,6172854.0,2016-17
1244,015,930,64916.13,69653.0,2016-17
1245,015,940,48993.0,48993.0,2016-17
1246,015,950,133245.0,133245.0,2016-17
1247,015,960,612847.91,786095.0,2016-17
1248,015,970,207573.59,294674.0,2016-17
1249,015,980,86307.38,668897.0,2016-17
1250,015,990,159172.43,293935.0,2016-17
1251,015,995,27679.25,67522.0,2016-17
1252,016,010,337869.5,649024.0,2016-17
1253,016,020,126096.04,235940.96,2016-17
1254,016,030,29924.51,32046.0,2016-17
1255,016,040,54716.23,145064.25,2016-17
1256,016,050,72777.95,76648.0,2016-17
1257,016,060,47527.16,54122.31,2016-17
1258,016,070,201440.38,287068.79,2016-17
1259,016,080,56534.82,147674.07,2016-17
1260,016,090,162799.13,197025.29,2016-17
1261,016,100,294547.46,592340.0,2016-17
1262,016,110,339730.76,643951.31,2016-17
1263,016,111,79408.32,175359.86,2016-17
1264,016,120,294695.63,480432.0,2016-17
1265,016,130,676392.39,1310303.0,2016-17
1266,016,132,165755.25,339030.65,2016-17
1267,016,140,149958.81,425736.81,2016-17
1268,016,150,20895.0,50766.0,2016-17
1269,016,160,174267.66,215398.03,2016-17
1270,016,170,117465.07,208325.0,2016-17
1271,016,180,389296.91,710280.58,2016-17
1272,016,181,104827.2,211874.98,2016-17
1273,016,182,104890.0,187815.0,2016-17
1274,016,190,286425.63,348726.0,2016-17
1275,016,200,48291.02,116622.23,2016-17
