,prc,lea,expend,fiscal_year
72,001,630,33700971.71,2014-15
73,001,640,40690248.81,2014-15
74,001,650,69227503.31,2014-15
75,001,660,5146879.0,2014-15
76,001,670,63789764.64,2014-15
77,001,680,20952165.1,2014-15
78,001,681,31426150.57,2014-15
79,001,690,3257036.9,2014-15
80,001,700,14952828.13,2014-15
81,001,710,22590103.47,2014-15
82,001,720,4642518.73,2014-15
83,001,730,11771031.48,2014-15
84,001,740,61670383.37,2014-15
85,001,750,6526173.48,2014-15
86,001,760,46538751.66,2014-15
87,001,761,12244508.81,2014-15
88,001,770,19328023.94,2014-15
89,001,780,59913692.92,2014-15
90,001,790,35440499.17,2014-15
91,001,800,51469830.24,2014-15
92,001,810,22639210.44,2014-15
93,001,820,21864459.35,2014-15
94,001,821,8045749.68,2014-15
95,001,830,16594814.84,2014-15
96,001,840,23439063.1,2014-15
97,001,850,17096722.28,2014-15
98,001,860,22313304.07,2014-15
99,001,861,3589017.91,2014-15
100,001,862,4607230.36,2014-15
101,001,870,5386084.25,2014-15
102,001,880,9385949.26,2014-15
103,001,890,1631657.97,2014-15
104,001,900,105315732.3,2014-15
105,001,910,15988637.53,2014-15
106,001,920,409576080.66,2014-15
107,001,930,5351809.55,2014-15
108,001,940,4054376.5,2014-15
109,001,950,12784195.06,2014-15
110,001,960,48722628.6,2014-15
111,001,970,25537296.73,2014-15
112,001,980,31763391.85,2014-15
113,001,990,14820124.56,2014-15
114,001,995,6374787.18,2014-15
115,002,010,1135846.16,2014-15
116,002,020,640094.0,2014-15
117,002,030,500440.0,2014-15
118,002,040,571830.91,2014-15
119,002,050,590726.0,2014-15
120,002,060,604941.0,2014-15
121,002,070,852827.61,2014-15
122,002,080,676600.35,2014-15
123,002,090,840172.0,2014-15
124,002,100,798104.0,2014-15
125,002,110,1275388.9,2014-15
126,002,111,503876.0,2014-15
127,002,120,950187.0,2014-15
128,002,130,1052656.0,2014-15
129,002,132,502548.0,2014-15
130,002,140,864360.0,2014-15
131,002,150,492978.32,2014-15
132,002,160,726708.0,2014-15
133,002,170,626779.03,2014-15
134,002,180,971981.0,2014-15
135,002,181,508951.0,2014-15
136,002,182,465385.0,2014-15
137,002,190,693744.0,2014-15
138,002,200,583458.58,2014-15
139,002,210,626141.0,2014-15
140,002,220,503405.28,2014-15
141,002,230,1052286.0,2014-15
142,002,240,717776.41,2014-15
143,002,241,468645.92,2014-15
144,002,250,954355.67,2014-15
145,002,260,2021267.0,2014-15
146,002,270,547222.0,2014-15
147,002,280,626581.93,2014-15
148,002,290,1091765.0,2014-15
149,002,291,472529.0,2014-15
150,002,292,446144.0,2014-15
151,002,300,612621.0,2014-15
152,002,310,723635.0,2014-15
153,002,320,1367702.0,2014-15
154,002,330,776006.84,2014-15
155,002,340,1727780.0,2014-15
156,002,350,705319.0,2014-15
157,002,360,1410516.0,2014-15
158,002,370,594790.0,2014-15
159,002,380,508449.09,2014-15
160,002,390,685541.2,2014-15
161,002,400,550864.0,2014-15
162,002,410,2286175.0,2014-15
163,002,420,677803.12,2014-15
164,002,421,483251.0,2014-15
165,002,422,423842.53,2014-15
166,002,430,993941.0,2014-15
167,002,440,802985.82,2014-15
168,002,450,837959.0,2014-15
169,002,460,638256.0,2014-15
170,002,470,655976.0,2014-15
171,002,480,482898.0,2014-15
172,002,490,989234.0,2014-15
173,002,491,487650.0,2014-15
174,002,500,598308.0,2014-15
175,002,510,1043969.54,2014-15
176,002,520,543821.0,2014-15
177,002,530,737825.38,2014-15
178,002,540,859547.0,2014-15
179,002,550,802282.65,2014-15
180,002,560,496931.99,2014-15
181,002,570,628911.0,2014-15
182,002,580,601462.0,2014-15
183,002,590,828180.28,2014-15
184,002,600,3340526.0,2014-15
185,002,610,538296.0,2014-15
186,002,620,608332.0,2014-15
187,002,630,868710.0,2014-15
188,002,640,1068376.0,2014-15
189,002,650,1148469.0,2014-15
190,002,660,613337.0,2014-15
191,002,670,1138699.0,2014-15
192,002,680,695612.0,2014-15
193,002,681,669806.0,2014-15
194,002,690,663504.0,2014-15
195,002,700,758305.22,2014-15
196,002,710,620628.99,2014-15
197,002,720,538122.0,2014-15
198,002,730,641433.0,2014-15
199,002,740,1129479.0,2014-15
200,002,750,521096.0,2014-15
201,002,760,992988.17,2014-15
202,002,761,503138.96,2014-15
203,002,770,795188.0,2014-15
204,002,780,1158791.57,2014-15
205,002,790,956615.0,2014-15
206,002,800,1111150.0,2014-15
207,002,810,802000.93,2014-15
208,002,820,687910.61,2014-15
209,002,821,465452.0,2014-15
210,002,830,728857.0,2014-15
211,002,840,820654.0,2014-15
212,002,850,711151.0,2014-15
213,002,860,708149.81,2014-15
214,002,861,388249.0,2014-15
215,002,862,414856.76,2014-15
216,002,870,575440.0,2014-15
217,002,880,636435.94,2014-15
218,002,890,487317.27,2014-15
219,002,900,1092089.0,2014-15
220,002,910,831973.51,2014-15
221,002,920,3187434.0,2014-15
222,002,930,568314.21,2014-15
223,002,940,646627.0,2014-15
224,002,950,597340.0,2014-15
225,002,960,1103930.0,2014-15
226,002,970,836417.0,2014-15
227,002,980,857946.93,2014-15
228,002,990,636676.0,2014-15
229,002,995,543471.0,2014-15
230,003,010,5418132.86,2014-15
231,003,020,1274858.0,2014-15
232,003,030,344561.0,2014-15
233,003,040,852262.0,2014-15
234,003,050,766030.0,2014-15
235,003,060,609201.95,2014-15
236,003,070,2044994.46,2014-15
237,003,080,597592.13,2014-15
238,003,090,1200806.52,2014-15
239,003,100,2991013.0,2014-15
240,003,110,6030175.0,2014-15
241,003,111,1076096.0,2014-15
242,003,120,3071567.0,2014-15
243,003,130,8493314.0,2014-15
244,003,132,1309658.39,2014-15
245,003,140,2899031.78,2014-15
246,003,150,506188.52,2014-15
247,003,160,2029290.26,2014-15
248,003,170,664574.95,2014-15
249,003,180,4032612.0,2014-15
250,003,181,1093557.0,2014-15
251,003,182,912019.0,2014-15
252,003,190,2000276.0,2014-15
253,003,200,789618.3,2014-15
254,003,210,535996.0,2014-15
255,003,220,319433.58,2014-15
256,003,230,3604958.0,2014-15
257,003,240,1952285.72,2014-15
258,003,241,542968.19,2014-15
259,003,250,3453321.0,2014-15
260,003,260,12304830.0,2014-15
261,003,270,942020.0,2014-15
262,003,280,1206487.66,2014-15
263,003,290,4790002.97,2014-15
264,003,291,874951.0,2014-15
265,003,292,821952.02,2014-15
266,003,300,2214565.61,2014-15
267,003,310,2407849.99,2014-15
268,003,320,8804361.0,2014-15
269,003,330,1442643.0,2014-15
270,003,340,21950728.0,2014-15
271,003,350,2081234.2,2014-15
272,003,360,7497565.0,2014-15
273,003,370,397495.0,2014-15
274,003,380,286258.33,2014-15
275,003,390,3408457.0,2014-15
276,003,400,758594.88,2014-15
277,003,410,19472590.0,2014-15
278,003,420,750304.04,2014-15
279,003,421,724487.0,2014-15
280,003,422,299802.59,2014-15
281,003,430,4878321.0,2014-15
282,003,440,1784496.24,2014-15
283,003,450,3256460.0,2014-15
284,003,460,726509.0,2014-15
285,003,470,2007713.36,2014-15
286,003,480,167855.0,2014-15
287,003,490,6235955.03,2014-15
288,003,491,1449410.85,2014-15
289,003,500,891596.0,2014-15
290,003,510,8235272.0,2014-15
291,003,520,264748.0,2014-15
292,003,530,2415119.02,2014-15
293,003,540,2201197.0,2014-15
294,003,550,2784443.0,2014-15
295,003,560,1281495.0,2014-15
296,003,570,599978.0,2014-15
297,003,580,819105.0,2014-15
298,003,590,1843008.01,2014-15
299,003,600,35127799.0,2014-15
300,003,610,471086.0,2014-15
301,003,620,993064.0,2014-15
302,003,630,5139904.0,2014-15
303,003,640,3835010.4,2014-15
304,003,650,10792659.21,2014-15
305,003,660,537690.75,2014-15
306,003,670,6187913.0,2014-15
307,003,680,1831092.0,2014-15
308,003,681,2918991.33,2014-15
309,003,690,309017.0,2014-15
310,003,700,1358074.26,2014-15
311,003,710,2151559.34,2014-15
312,003,720,422868.0,2014-15
313,003,730,1107852.0,2014-15
314,003,740,5710516.0,2014-15
315,003,750,545957.0,2014-15
316,003,760,4325585.16,2014-15
317,003,761,1133696.06,2014-15
318,003,770,1828534.0,2014-15
319,003,780,8401273.05,2014-15
320,003,790,3152606.0,2014-15
321,003,800,4746365.0,2014-15
322,003,810,2041021.44,2014-15
323,003,820,2064917.51,2014-15
324,003,821,732365.36,2014-15
325,003,830,1448927.0,2014-15
326,003,840,2077878.0,2014-15
327,003,850,1573614.0,2014-15
328,003,860,2011115.78,2014-15
329,003,861,298160.0,2014-15
330,003,862,409511.49,2014-15
331,003,870,471219.0,2014-15
332,003,880,1095680.93,2014-15
333,003,890,134077.65,2014-15
334,003,900,10954138.0,2014-15
335,003,910,1563340.53,2014-15
336,003,920,39586885.0,2014-15
337,003,930,562957.19,2014-15
338,003,940,400226.0,2014-15
339,003,950,1051337.0,2014-15
340,003,960,4561999.0,2014-15
341,003,970,2525703.22,2014-15
342,003,980,2927149.94,2014-15
343,003,990,1290934.0,2014-15
344,003,995,611534.0,2014-15
345,005,010,4301733.08,2014-15
346,005,020,1153749.9,2014-15
347,005,030,440579.46,2014-15
348,005,040,987947.01,2014-15
349,005,050,648645.53,2014-15
350,005,060,780747.78,2014-15
351,005,070,1582673.94,2014-15
352,005,080,787902.15,2014-15
353,005,090,1349617.91,2014-15
354,005,100,2519757.33,2014-15
355,005,110,5412322.06,2014-15
356,005,111,936098.51,2014-15
357,005,120,3072385.96,2014-15
358,005,130,5146800.91,2014-15
359,005,132,967071.92,2014-15
360,005,140,2981224.76,2014-15
361,005,150,511394.92,2014-15
362,005,160,1963541.88,2014-15
363,005,170,668643.65,2014-15
364,005,180,3360287.33,2014-15
365,005,181,1061574.59,2014-15
366,005,182,765220.22,2014-15
367,005,190,1897625.0,2014-15
368,005,200,1361091.01,2014-15
369,005,210,487505.57,2014-15
370,005,220,347029.6,2014-15
371,005,230,3488902.44,2014-15
372,005,240,1768259.04,2014-15
373,005,241,549998.68,2014-15
374,005,250,3009200.16,2014-15
375,005,260,10611288.51,2014-15
376,005,270,1074125.25,2014-15
377,005,280,1382621.81,2014-15
378,005,290,3935682.38,2014-15
379,005,291,712828.78,2014-15
380,005,292,490988.12,2014-15
381,005,300,1457730.21,2014-15
382,005,310,2018071.43,2014-15
383,005,320,6950113.82,2014-15
384,005,330,1508166.44,2014-15
385,005,340,10550983.51,2014-15
386,005,350,1974491.19,2014-15
387,005,360,6624866.19,2014-15
388,005,370,499036.7,2014-15
389,005,380,320258.37,2014-15
390,005,390,2071454.12,2014-15
391,005,400,663228.96,2014-15
392,005,410,15442673.37,2014-15
393,005,420,1044060.58,2014-15
394,005,421,527885.08,2014-15
395,005,422,377290.11,2014-15
396,005,430,3687419.43,2014-15
397,005,440,1802155.37,2014-15
398,005,450,2802374.83,2014-15
399,005,460,784941.05,2014-15
400,005,470,1794056.97,2014-15
401,005,480,265316.08,2014-15
402,005,490,4267103.56,2014-15
403,005,491,1107970.56,2014-15
404,005,500,1023238.26,2014-15
405,005,510,5925627.93,2014-15
406,005,520,509218.29,2014-15
407,005,530,1831403.02,2014-15
408,005,540,1950263.26,2014-15
409,005,550,2767252.5,2014-15
410,005,560,1202688.65,2014-15
411,005,570,704475.2,2014-15
412,005,580,1033668.44,2014-15
413,005,590,1448630.76,2014-15
414,005,600,22303200.23,2014-15
415,005,610,652314.59,2014-15
416,005,620,1201761.0,2014-15
417,005,630,2752362.73,2014-15
418,005,640,3417215.18,2014-15
419,005,650,5295267.92,2014-15
420,005,660,634967.73,2014-15
421,005,670,4629037.14,2014-15
422,005,680,1613342.99,2014-15
423,005,681,2404787.96,2014-15
424,005,690,406432.32,2014-15
425,005,700,1340829.27,2014-15
426,005,710,1903216.5,2014-15
427,005,720,407518.19,2014-15
428,005,730,1064842.2,2014-15
429,005,740,4479902.74,2014-15
430,005,750,715716.43,2014-15
431,005,760,3615606.23,2014-15
432,005,761,969153.81,2014-15
433,005,770,1846219.03,2014-15
434,005,780,4875739.41,2014-15
435,005,790,2964266.46,2014-15
436,005,800,4201998.47,2014-15
437,005,810,2042593.25,2014-15
438,005,820,2027046.45,2014-15
439,005,821,613107.14,2014-15
440,005,830,1585331.77,2014-15
441,005,840,2266696.42,2014-15
442,005,850,1994701.9,2014-15
443,005,860,2037677.65,2014-15
444,005,861,317523.35,2014-15
445,005,862,441664.46,2014-15
446,005,870,447576.15,2014-15
447,005,880,1008794.93,2014-15
448,005,890,262125.01,2014-15
449,005,900,7142388.15,2014-15
450,005,910,1833369.9,2014-15
451,005,920,25154614.67,2014-15
452,005,930,793377.17,2014-15
453,005,940,509639.21,2014-15
454,005,950,992330.53,2014-15
455,005,960,3909023.42,2014-15
456,005,970,2389876.34,2014-15
457,005,980,2769863.24,2014-15
458,005,990,1478492.06,2014-15
459,005,995,801950.3,2014-15
460,007,010,6849577.54,2014-15
461,007,020,1628120.18,2014-15
462,007,030,457175.81,2014-15
463,007,040,1133686.39,2014-15
464,007,050,1017043.57,2014-15
465,007,060,688141.73,2014-15
466,007,070,2043204.14,2014-15
467,007,080,904538.38,2014-15
468,007,090,1470156.1,2014-15
469,007,100,3879464.23,2014-15
470,007,110,7147529.15,2014-15
471,007,111,1294266.08,2014-15
472,007,120,3845543.59,2014-15
473,007,130,9024955.0,2014-15
474,007,132,1525519.75,2014-15
475,007,140,3905382.42,2014-15
476,007,150,622998.71,2014-15
477,007,160,2702216.68,2014-15
478,007,170,850930.52,2014-15
479,007,180,5050766.98,2014-15
480,007,181,1330704.52,2014-15
481,007,182,890004.12,2014-15
482,007,190,2555752.94,2014-15
483,007,200,983579.17,2014-15
484,007,210,693532.83,2014-15
485,007,220,441217.26,2014-15
486,007,230,4844942.88,2014-15
487,007,240,1832705.73,2014-15
488,007,241,826896.84,2014-15
489,007,250,4231948.14,2014-15
490,007,260,15330593.5,2014-15
491,007,270,1289729.78,2014-15
492,007,280,1685525.26,2014-15
493,007,290,6149312.57,2014-15
494,007,291,891819.42,2014-15
495,007,292,699041.46,2014-15
496,007,300,2090178.67,2014-15
497,007,310,2841054.88,2014-15
498,007,320,9918785.55,2014-15
499,007,330,1735271.0,2014-15
500,007,340,17209321.14,2014-15
501,007,350,2426303.21,2014-15
502,007,360,9264060.15,2014-15
503,007,370,563912.46,2014-15
504,007,380,384022.78,2014-15
505,007,390,2409243.05,2014-15
506,007,400,1024946.22,2014-15
507,007,410,21642963.22,2014-15
508,007,420,923147.95,2014-15
509,007,421,907860.78,2014-15
510,007,422,301509.95,2014-15
511,007,430,5705821.67,2014-15
512,007,440,2318549.42,2014-15
513,007,450,4095520.66,2014-15
514,007,460,970740.92,2014-15
515,007,470,2295885.62,2014-15
516,007,480,159718.25,2014-15
517,007,490,6187761.55,2014-15
518,007,491,1796703.39,2014-15
519,007,500,1115755.69,2014-15
520,007,510,9705067.42,2014-15
521,007,520,362923.72,2014-15
522,007,530,2941243.84,2014-15
523,007,540,2667224.52,2014-15
524,007,550,3172808.08,2014-15
525,007,560,1423221.13,2014-15
526,007,570,749892.89,2014-15
527,007,580,1050464.64,2014-15
528,007,590,1947519.11,2014-15
529,007,600,42366258.59,2014-15
530,007,610,658944.68,2014-15
531,007,620,1306040.94,2014-15
532,007,630,4125480.8,2014-15
533,007,640,4817663.37,2014-15
534,007,650,8246854.63,2014-15
535,007,660,666670.32,2014-15
536,007,670,7388148.98,2014-15
537,007,680,2291401.61,2014-15
538,007,681,3652281.76,2014-15
539,007,690,403093.65,2014-15
540,007,700,1741194.93,2014-15
541,007,710,2484495.31,2014-15
542,007,720,589174.54,2014-15
543,007,730,1369416.14,2014-15
544,007,740,6922161.43,2014-15
545,007,750,722275.04,2014-15
546,007,760,5575705.76,2014-15
547,007,761,1415121.3,2014-15
548,007,770,2263032.4,2014-15
549,007,780,6830603.53,2014-15
550,007,790,3952953.09,2014-15
551,007,800,6049124.53,2014-15
552,007,810,2575961.61,2014-15
553,007,820,2567775.29,2014-15
554,007,821,868762.02,2014-15
555,007,830,1822492.78,2014-15
556,007,840,2625981.88,2014-15
557,007,850,2015214.42,2014-15
558,007,860,2581308.8,2014-15
559,007,861,395207.98,2014-15
560,007,862,530718.11,2014-15
561,007,870,701266.36,2014-15
562,007,880,992133.58,2014-15
563,007,890,228105.22,2014-15
564,007,900,12458158.36,2014-15
565,007,910,1893995.87,2014-15
566,007,920,45263899.65,2014-15
567,007,930,755998.99,2014-15
568,007,940,523480.43,2014-15
569,007,950,1263183.42,2014-15
570,007,960,5596749.12,2014-15
571,007,970,3230484.09,2014-15
572,007,980,3729997.32,2014-15
573,007,990,1694840.64,2014-15
574,007,995,769205.58,2014-15
575,008,241,-0.42,2014-15
576,008,490,-0.03,2014-15
577,008,660,0.04,2014-15
578,009,010,2060667.14,2014-15
579,009,020,546972.02,2014-15
580,009,030,214449.83,2014-15
581,009,040,474818.03,2014-15
582,009,050,410195.12,2014-15
583,009,060,270846.64,2014-15
584,009,070,963626.32,2014-15
585,009,080,424888.88,2014-15
586,009,090,602756.91,2014-15
587,009,100,1579086.06,2014-15
588,009,110,2542391.13,2014-15
589,009,111,363525.71,2014-15
590,009,120,1358900.05,2014-15
591,009,130,2424429.23,2014-15
592,009,132,443870.68,2014-15
593,009,140,1532354.0,2014-15
594,009,150,203033.29,2014-15
595,009,160,1195102.77,2014-15
596,009,170,398313.21,2014-15
597,009,180,1782801.66,2014-15
598,009,181,389644.69,2014-15
599,009,182,365307.65,2014-15
600,009,190,693593.36,2014-15
601,009,200,444456.34,2014-15
602,009,210,274042.61,2014-15
603,009,220,223911.86,2014-15
604,009,230,1775841.45,2014-15
605,009,240,601410.37,2014-15
606,009,241,262279.11,2014-15
607,009,250,1354602.07,2014-15
608,009,260,4537056.12,2014-15
609,009,270,386300.28,2014-15
610,009,280,721755.49,2014-15
611,009,290,1862963.96,2014-15
612,009,291,292199.65,2014-15
613,009,292,281915.39,2014-15
614,009,300,744406.21,2014-15
615,009,310,950084.31,2014-15
616,009,320,3208207.19,2014-15
617,009,330,740667.93,2014-15
618,009,340,6213693.11,2014-15
619,009,350,919648.99,2014-15
620,009,360,3111431.63,2014-15
621,009,370,256386.24,2014-15
622,009,380,163778.38,2014-15
623,009,390,854544.1,2014-15
624,009,400,402671.83,2014-15
625,009,410,7230882.27,2014-15
626,009,420,666009.24,2014-15
627,009,421,379352.66,2014-15
628,009,422,195517.05,2014-15
629,009,430,1650786.96,2014-15
630,009,440,811303.14,2014-15
631,009,450,1357187.18,2014-15
632,009,460,424418.1,2014-15
633,009,470,860744.64,2014-15
634,009,480,122563.54,2014-15
635,009,490,1571079.11,2014-15
636,009,491,430499.74,2014-15
637,009,500,353431.35,2014-15
638,009,510,2786166.81,2014-15
639,009,520,205701.2,2014-15
640,009,530,1042084.66,2014-15
641,009,540,1026752.36,2014-15
642,009,550,1159825.09,2014-15
643,009,560,531213.84,2014-15
644,009,570,270567.16,2014-15
645,009,580,450315.8,2014-15
646,009,590,527139.07,2014-15
647,009,600,11111918.15,2014-15
648,009,610,329456.57,2014-15
649,009,620,516560.97,2014-15
650,009,630,1334685.49,2014-15
651,009,640,1874132.8,2014-15
652,009,650,2898365.93,2014-15
653,009,660,346351.9,2014-15
654,009,670,1931320.27,2014-15
655,009,680,893308.61,2014-15
656,009,681,1032275.69,2014-15
657,009,690,251473.1,2014-15
658,009,700,757559.05,2014-15
659,009,710,682923.56,2014-15
660,009,720,232590.63,2014-15
661,009,730,471778.99,2014-15
662,009,740,1934883.96,2014-15
663,009,750,381906.34,2014-15
664,009,760,2040267.68,2014-15
665,009,761,476395.15,2014-15
666,009,770,936363.69,2014-15
667,009,780,2378371.3,2014-15
668,009,790,1381196.74,2014-15
669,009,800,2547755.05,2014-15
670,009,810,909033.9,2014-15
671,009,820,1032345.29,2014-15
672,009,821,384852.39,2014-15
673,009,830,1028169.97,2014-15
674,009,840,1044609.55,2014-15
675,009,850,612156.27,2014-15
676,009,860,812839.81,2014-15
677,009,861,113889.66,2014-15
678,009,862,228429.4,2014-15
679,009,870,224720.89,2014-15
680,009,880,428328.44,2014-15
681,009,890,207857.37,2014-15
682,009,900,2841881.03,2014-15
683,009,910,962770.31,2014-15
684,009,920,10960665.34,2014-15
685,009,930,448070.91,2014-15
686,009,940,327411.41,2014-15
687,009,950,488904.74,2014-15
688,009,960,1980614.4,2014-15
689,009,970,963079.84,2014-15
690,009,980,1165535.98,2014-15
691,009,990,428285.65,2014-15
692,009,995,293039.75,2014-15
693,010,060,135711.23,2014-15
694,010,110,4536631.27,2014-15
695,010,111,192406.75,2014-15
696,010,120,1000000.0,2014-15
697,010,130,6250697.0,2014-15
698,010,132,768983.0,2014-15
699,010,140,525169.0,2014-15
700,010,150,120669.26,2014-15
701,010,160,779263.0,2014-15
702,010,180,630000.0,2014-15
703,010,181,295077.0,2014-15
704,010,220,-26.75,2014-15
705,010,241,103968.34,2014-15
706,010,260,5853447.07,2014-15
707,010,310,529423.0,2014-15
708,010,320,3711812.0,2014-15
709,010,330,419994.68,2014-15
710,010,340,3484900.0,2014-15
711,010,360,5041681.9,2014-15
712,010,410,2991891.25,2014-15
713,010,440,471093.95,2014-15
714,010,450,1072249.0,2014-15
715,010,470,1153173.99,2014-15
716,010,490,1641062.45,2014-15
717,010,560,229332.0,2014-15
718,010,570,186954.97,2014-15
719,010,580,74155.0,2014-15
720,010,600,17515484.0,2014-15
721,010,650,1970979.97,2014-15
722,010,670,3709279.0,2014-15
723,010,681,263521.0,2014-15
724,010,710,450000.0,2014-15
725,010,730,290000.0,2014-15
726,010,770,246000.0,2014-15
727,010,790,240132.28,2014-15
728,010,821,436257.0,2014-15
729,010,850,298492.0,2014-15
730,010,860,45215.59,2014-15
731,010,870,141553.23,2014-15
732,010,880,159950.61,2014-15
733,010,900,4645000.0,2014-15
734,010,920,12204484.0,2014-15
735,010,950,52990.0,2014-15
736,010,970,503792.7,2014-15
737,011,010,279.33,2014-15
738,011,050,80.74,2014-15
739,011,100,161.48,2014-15
740,011,110,713.74,2014-15
741,011,130,172.24,2014-15
742,011,140,744.96,2014-15
743,011,160,105.5,2014-15
744,011,180,614.67,2014-15
745,011,230,188.13,2014-15
746,011,260,91.5,2014-15
747,011,290,186.2,2014-15
748,011,320,518.35,2014-15
749,011,350,186.24,2014-15
750,011,360,80.74,2014-15
751,011,410,2368.91,2014-15
752,011,430,105.5,2014-15
753,011,440,686.29,2014-15
754,011,450,372.48,2014-15
755,011,490,186.24,2014-15
756,011,491,639.46,2014-15
757,011,530,40.37,2014-15
758,011,540,850.46,2014-15
759,011,550,80.74,2014-15
760,011,600,502.74,2014-15
761,011,650,660.98,2014-15
762,011,670,242.22,2014-15
763,011,681,86.12,2014-15
764,011,730,266.98,2014-15
765,011,800,105.5,2014-15
766,011,840,161.48,2014-15
767,011,861,105.5,2014-15
768,011,900,211.01,2014-15
769,011,920,161.86,2014-15
770,011,960,161.48,2014-15
771,011,970,80.74,2014-15
772,011,995,369.24,2014-15
773,012,010,433514.34,2014-15
774,012,020,81601.3,2014-15
775,012,030,20217.0,2014-15
776,012,040,66044.0,2014-15
777,012,050,58727.0,2014-15
778,012,060,40050.0,2014-15
779,012,070,124187.04,2014-15
780,012,080,51025.0,2014-15
781,012,090,87802.0,2014-15
782,012,100,214372.0,2014-15
783,012,110,478673.0,2014-15
784,012,111,89342.0,2014-15
785,012,120,207373.0,2014-15
786,012,130,531238.0,2014-15
787,012,132,96466.0,2014-15
788,012,140,204485.0,2014-15
789,012,150,31000.0,2014-15
790,012,160,139019.0,2014-15
791,012,170,48907.0,2014-15
792,012,180,289399.0,2014-15
793,012,181,83566.0,2014-15
794,012,182,60845.0,2014-15
795,012,190,175411.0,2014-15
796,012,200,56222.52,2014-15
797,012,210,26285.0,2014-15
798,012,220,25209.06,2014-15
799,012,230,250504.0,2014-15
800,012,240,119761.32,2014-15
801,012,241,39852.69,2014-15
802,012,250,230679.37,2014-15
803,012,260,940594.0,2014-15
804,012,270,71628.0,2014-15
805,012,280,73361.0,2014-15
806,012,290,344852.0,2014-15
807,012,291,47752.0,2014-15
808,012,292,37547.0,2014-15
809,012,300,107249.0,2014-15
810,012,310,155386.0,2014-15
811,012,320,700295.0,2014-15
812,012,330,120150.0,2014-15
813,012,340,990848.0,2014-15
814,012,350,144255.0,2014-15
815,012,360,597859.0,2014-15
816,012,370,25994.0,2014-15
817,012,380,23671.59,2014-15
818,012,390,181380.0,2014-15
819,012,400,64305.0,2014-15
820,012,410,1195581.0,2014-15
821,012,420,44619.23,2014-15
822,012,421,51410.02,2014-15
823,012,422,19640.0,2014-15
824,012,430,369883.0,2014-15
825,012,440,126889.0,2014-15
826,012,450,225665.0,2014-15
827,012,460,48329.0,2014-15
828,012,470,141715.0,2014-15
829,012,480,10398.0,2014-15
830,012,490,408200.0,2014-15
831,012,491,109945.0,2014-15
832,012,500,56801.0,2014-15
833,012,510,552610.15,2014-15
834,012,520,20988.0,2014-15
835,012,530,172715.0,2014-15
836,012,540,166168.0,2014-15
837,012,550,231442.0,2014-15
838,012,560,72783.0,2014-15
839,012,570,52180.0,2014-15
840,012,580,72590.0,2014-15
841,012,590,99190.73,2014-15
842,012,600,2757084.97,2014-15
843,012,610,34081.0,2014-15
844,012,620,73168.0,2014-15
845,012,630,231057.0,2014-15
846,012,640,294958.03,2014-15
847,012,650,473114.11,2014-15
